,sentence_num,t_i-2,t_i-1,t_i,t_i+1,t_i+2,w_i-2,w_i-1,w_i,w_i+1,w_i+2,"t_i-2,i-1","t_i-1,i+1","t_i+1,i+2",tag_prediction
512681,23315,start,ADJ,N,P,NP,,Socialist,leaders,in,Milwaukee,start_ADJ,ADJ_P,P_NP,N
512682,23315,ADJ,N,P,NP,VD,Socialist,leaders,in,Milwaukee,recognized,ADJ_N,N_NP,NP_VD,P
512683,23315,N,P,NP,VD,PRO,leaders,in,Milwaukee,recognized,her,N_P,P_VD,VD_PRO,NP
512684,23315,P,NP,VD,PRO,N,in,Milwaukee,recognized,her,worth,P_NP,NP_PRO,PRO_N,VD
512685,23315,NP,VD,PRO,N,",",Milwaukee,recognized,her,worth,",",NP_VD,VD_N,"N_,",PRO
512686,23315,VD,PRO,N,",",*,recognized,her,worth,",",not,VD_PRO,"PRO_,",",_*",N
512687,23315,PRO,N,",",*,ADV,her,worth,",",not,only,PRO_N,N_*,*_ADV,","
512688,23315,N,",",*,ADV,ADV,worth,",",not,only,because,"N_,",",_ADV",ADV_ADV,*
512689,23315,",",*,ADV,ADV,P,",",not,only,because,of,",_*",*_ADV,ADV_P,ADV
512690,23315,*,ADV,ADV,P,PRO,not,only,because,of,her,*_ADV,ADV_P,P_PRO,CNJ
512691,23315,ADV,ADV,P,PRO,N,only,because,of,her,dedication,ADV_ADV,ADV_PRO,PRO_N,P
512692,23315,ADV,P,PRO,N,CNJ,because,of,her,dedication,but,ADV_P,P_N,N_CNJ,PRO
512693,23315,P,PRO,N,CNJ,CNJ,of,her,dedication,but,because,P_PRO,PRO_CNJ,CNJ_CNJ,N
512694,23315,PRO,N,CNJ,CNJ,P,her,dedication,but,because,of,PRO_N,N_CNJ,CNJ_P,P
512695,23315,N,CNJ,CNJ,P,PRO,dedication,but,because,of,her,N_CNJ,CNJ_P,P_PRO,ADV
512696,23315,CNJ,CNJ,P,PRO,N,but,because,of,her,fluency,CNJ_CNJ,CNJ_PRO,PRO_N,P
512697,23315,CNJ,P,PRO,N,P,because,of,her,fluency,in,CNJ_P,P_N,N_P,PRO
512698,23315,P,PRO,N,P,NP,of,her,fluency,in,German,P_PRO,PRO_P,P_NP,N
512699,23315,PRO,N,P,NP,",",her,fluency,in,German,",",PRO_N,N_NP,"NP_,",P
512700,23315,N,P,NP,",",NP,fluency,in,German,",",French,N_P,"P_,",",_NP",NP
512701,23315,P,NP,",",NP,",",in,German,",",French,",",P_NP,NP_NP,"NP_,",","
512702,23315,NP,",",NP,",",CNJ,German,",",French,",",and,"NP_,",",_,",",_CNJ",NP
512703,23315,",",NP,",",CNJ,NP,",",French,",",and,Luxemburg,",_NP",NP_CNJ,CNJ_NP,","
512704,23315,NP,",",CNJ,NP,.,French,",",and,Luxemburg,.,"NP_,",",_NP",NP_.,CNJ
512705,23315,",",CNJ,NP,.,end,",",and,Luxemburg,.,,",_CNJ",CNJ_.,._end,NP
512706,23315,CNJ,NP,.,end,end,and,Luxemburg,.,,,CNJ_NP,NP_end,end_end,.
514847,23406,start,start,CNJ,PRO,V,,,but,they,are,start_start,start_PRO,PRO_V,CNJ
514848,23406,start,CNJ,PRO,V,ADJ,,but,they,are,important,start_CNJ,CNJ_V,V_ADJ,PRO
514849,23406,CNJ,PRO,V,ADJ,N,but,they,are,important,foundation,CNJ_PRO,PRO_ADJ,ADJ_N,V
514850,23406,PRO,V,ADJ,N,N,they,are,important,foundation,stones,PRO_V,V_N,N_N,ADJ
514851,23406,V,ADJ,N,N,P,are,important,foundation,stones,for,V_ADJ,ADJ_N,N_P,N
514852,23406,ADJ,N,N,P,DET,important,foundation,stones,for,more,ADJ_N,N_P,P_DET,N
514853,23406,N,N,P,DET,ADJ,foundation,stones,for,more,extensive,N_N,N_DET,DET_ADJ,P
514854,23406,N,P,DET,ADJ,N,stones,for,more,extensive,exploration,N_P,P_ADJ,ADJ_N,DET
514855,23406,P,DET,ADJ,N,P,for,more,extensive,exploration,of,P_DET,DET_N,N_P,ADJ
514856,23406,DET,ADJ,N,P,ADJ,more,extensive,exploration,of,outer,DET_ADJ,ADJ_P,P_ADJ,N
514857,23406,ADJ,N,P,ADJ,N,extensive,exploration,of,outer,space,ADJ_N,N_ADJ,ADJ_N,P
514858,23406,N,P,ADJ,N,P,exploration,of,outer,space,for,N_P,P_N,N_P,ADJ
514859,23406,P,ADJ,N,P,DET,of,outer,space,for,the,P_ADJ,ADJ_P,P_DET,N
514860,23406,ADJ,N,P,DET,ADJ,outer,space,for,the,ultimate,ADJ_N,N_DET,DET_ADJ,P
514861,23406,N,P,DET,ADJ,N,space,for,the,ultimate,benefit,N_P,P_ADJ,ADJ_N,DET
514862,23406,P,DET,ADJ,N,P,for,the,ultimate,benefit,of,P_DET,DET_N,N_P,ADJ
514863,23406,DET,ADJ,N,P,DET,the,ultimate,benefit,of,all,DET_ADJ,ADJ_P,P_DET,N
514864,23406,ADJ,N,P,DET,N,ultimate,benefit,of,all,mankind,ADJ_N,N_DET,DET_N,P
514865,23406,N,P,DET,N,.,benefit,of,all,mankind,.,N_P,P_N,N_.,DET
514866,23406,P,DET,N,.,end,of,all,mankind,.,,P_DET,DET_.,._end,N
514867,23406,DET,N,.,end,end,all,mankind,.,,,DET_N,N_end,end_end,.
517151,23542,start,start,CNJ,PRO,V,,,But,it,wasn't,start_start,start_PRO,PRO_V,CNJ
517152,23542,start,CNJ,PRO,V,DET,,But,it,wasn't,a,start_CNJ,CNJ_V,V_DET,PRO
517153,23542,CNJ,PRO,V,DET,ADJ,But,it,wasn't,a,violent,CNJ_PRO,PRO_DET,DET_ADJ,V
517154,23542,PRO,V,DET,ADJ,N,it,wasn't,a,violent,discussion,PRO_V,V_ADJ,ADJ_N,DET
517155,23542,V,DET,ADJ,N,.,wasn't,a,violent,discussion,.,V_DET,DET_N,N_.,ADJ
517156,23542,DET,ADJ,N,.,end,a,violent,discussion,.,,DET_ADJ,ADJ_.,._end,N
517157,23542,ADJ,N,.,end,end,violent,discussion,.,,,ADJ_N,N_end,end_end,.
518715,23626,start,start,CNJ,ADV,V,,,and,yet,remain,start_start,start_ADV,ADV_V,CNJ
518716,23626,start,CNJ,ADV,V,ADJ,,and,yet,remain,unmoved,start_CNJ,CNJ_V,V_ADJ,ADV
518717,23626,CNJ,ADV,V,ADJ,'',and,yet,remain,unmoved,'',CNJ_ADV,ADV_ADJ,ADJ_'',V
518718,23626,ADV,V,ADJ,'',.,yet,remain,unmoved,'',.,ADV_V,V_'',''_.,ADJ
518719,23626,V,ADJ,'',.,end,remain,unmoved,'',.,,V_ADJ,ADJ_.,._end,''
518720,23626,ADJ,'',.,end,end,unmoved,'',.,,,ADJ_'',''_end,end_end,.
521800,23745,start,start,CNJ,``,NP,,,If,``,Jack,start_start,start_``,``_NP,CNJ
521801,23745,start,CNJ,``,NP,DET,,If,``,Jack,the,start_CNJ,CNJ_NP,NP_DET,NP
521802,23745,CNJ,``,NP,DET,N,If,``,Jack,the,Courtier,CNJ_``,``_DET,DET_N,NP
521803,23745,``,NP,DET,N,'',``,Jack,the,Courtier,'',``_NP,NP_N,N_'',DET
521804,23745,NP,DET,N,'',V,Jack,the,Courtier,'',is,NP_DET,DET_'',''_V,N
521805,23745,DET,N,'',V,ADV,the,Courtier,'',is,really,DET_N,N_V,V_ADV,''
521806,23745,N,'',V,ADV,TO,Courtier,'',is,really,to,N_'',''_ADV,ADV_TO,V
521807,23745,'',V,ADV,TO,V,'',is,really,to,be,''_V,V_TO,TO_V,ADV
521808,23745,V,ADV,TO,V,VN,is,really,to,be,taken,V_ADV,ADV_V,V_VN,P
521809,23745,ADV,TO,V,VN,CNJ,really,to,be,taken,as,ADV_TO,TO_VN,VN_CNJ,V
521810,23745,TO,V,VN,CNJ,NP,to,be,taken,as,Swift,TO_V,V_CNJ,CNJ_NP,VN
521811,23745,V,VN,CNJ,NP,",",be,taken,as,Swift,",",V_VN,VN_NP,"NP_,",P
521812,23745,VN,CNJ,NP,",",DET,taken,as,Swift,",",the,VN_CNJ,"CNJ_,",",_DET",NP
521813,23745,CNJ,NP,",",DET,VG,as,Swift,",",the,following,CNJ_NP,NP_DET,DET_VG,","
521814,23745,NP,",",DET,VG,N,Swift,",",the,following,remark,"NP_,",",_VG",VG_N,DET
521815,23745,",",DET,VG,N,V,",",the,following,remark,is,",_DET",DET_N,N_V,VG
521816,23745,DET,VG,N,V,ADV,the,following,remark,is,obviously,DET_VG,VG_V,V_ADV,N
521817,23745,VG,N,V,ADV,NP,following,remark,is,obviously,Steele's,VG_N,N_ADV,ADV_NP,V
521818,23745,N,V,ADV,NP,N,remark,is,obviously,Steele's,comment,N_V,V_NP,NP_N,ADV
521819,23745,V,ADV,NP,N,P,is,obviously,Steele's,comment,on,V_ADV,ADV_N,N_P,DET
521820,23745,ADV,NP,N,P,NP,obviously,Steele's,comment,on,Swift's,ADV_NP,NP_P,P_NP,N
521821,23745,NP,N,P,NP,N,Steele's,comment,on,Swift's,change,NP_N,N_NP,NP_N,P
521822,23745,N,P,NP,N,P,comment,on,Swift's,change,of,N_P,P_N,N_P,DET
521823,23745,P,NP,N,P,N,on,Swift's,change,of,parties,P_NP,NP_P,P_N,N
521824,23745,NP,N,P,N,CNJ,Swift's,change,of,parties,and,NP_N,N_N,N_CNJ,P
521825,23745,N,P,N,CNJ,PRO,change,of,parties,and,its,N_P,P_CNJ,CNJ_PRO,N
521826,23745,P,N,CNJ,PRO,N,of,parties,and,its,effect,P_N,N_PRO,PRO_N,CNJ
521827,23745,N,CNJ,PRO,N,P,parties,and,its,effect,on,N_CNJ,CNJ_N,N_P,PRO
521828,23745,CNJ,PRO,N,P,PRO,and,its,effect,on,their,CNJ_PRO,PRO_P,P_PRO,N
521829,23745,PRO,N,P,PRO,N,its,effect,on,their,friendship,PRO_N,N_PRO,PRO_N,P
521830,23745,N,P,PRO,N,:,effect,on,their,friendship,:,N_P,P_N,N_:,PRO
521831,23745,P,PRO,N,:,``,on,their,friendship,:,``,P_PRO,PRO_:,:_``,N
521832,23745,PRO,N,:,``,PRO,their,friendship,:,``,I,PRO_N,N_``,``_PRO,P
521833,23745,N,:,``,PRO,V,friendship,:,``,I,assure,N_:,:_PRO,PRO_V,``
521834,23745,:,``,PRO,V,PRO,:,``,I,assure,you,:_``,``_V,V_PRO,PRO
521835,23745,``,PRO,V,PRO,",",``,I,assure,you,",",``_PRO,PRO_PRO,"PRO_,",V
521836,23745,PRO,V,PRO,",",ADJ,I,assure,you,",",dear,PRO_V,"V_,",",_ADJ",PRO
521837,23745,V,PRO,",",ADJ,NP,assure,you,",",dear,Jack,V_PRO,PRO_ADJ,ADJ_NP,","
521838,23745,PRO,",",ADJ,NP,",",you,",",dear,Jack,",","PRO_,",",_NP","NP_,",N
521839,23745,",",ADJ,NP,",",WH,",",dear,Jack,",",when,",_ADJ","ADJ_,",",_WH",NP
521840,23745,ADJ,NP,",",WH,PRO,dear,Jack,",",when,I,ADJ_NP,NP_WH,WH_PRO,","
521841,23745,NP,",",WH,PRO,ADV,Jack,",",when,I,first,"NP_,",",_PRO",PRO_ADV,WH
521842,23745,",",WH,PRO,ADV,VD,",",when,I,first,found,",_WH",WH_ADV,ADV_VD,PRO
521843,23745,WH,PRO,ADV,VD,ADV,when,I,first,found,out,WH_PRO,PRO_VD,VD_ADV,ADV
521844,23745,PRO,ADV,VD,ADV,DET,I,first,found,out,such,PRO_ADV,ADV_ADV,ADV_DET,VN
521845,23745,ADV,VD,ADV,DET,DET,first,found,out,such,an,ADV_VD,VD_DET,DET_DET,P
521846,23745,VD,ADV,DET,DET,N,found,out,such,an,Allay,VD_ADV,ADV_DET,DET_N,DET
521847,23745,ADV,DET,DET,N,P,out,such,an,Allay,in,ADV_DET,DET_N,N_P,DET
521848,23745,DET,DET,N,P,PRO,such,an,Allay,in,you,DET_DET,DET_P,P_PRO,N
521849,23745,DET,N,P,PRO,",",an,Allay,in,you,",",DET_N,N_PRO,"PRO_,",P
521850,23745,N,P,PRO,",",CNJ,Allay,in,you,",",as,N_P,"P_,",",_CNJ",PRO
521851,23745,P,PRO,",",CNJ,VBZ,in,you,",",as,makes,P_PRO,PRO_CNJ,CNJ_VBZ,","
521852,23745,PRO,",",CNJ,VBZ,PRO,you,",",as,makes,you,"PRO_,",",_VBZ",VBZ_PRO,CNJ
521853,23745,",",CNJ,VBZ,PRO,P,",",as,makes,you,of,",_CNJ",CNJ_PRO,PRO_P,N
521854,23745,CNJ,VBZ,PRO,P,DET,as,makes,you,of,so,CNJ_VBZ,VBZ_P,P_DET,PRO
521855,23745,VBZ,PRO,P,DET,ADJ,makes,you,of,so,malleable,VBZ_PRO,PRO_DET,DET_ADJ,P
521856,23745,PRO,P,DET,ADJ,DET,you,of,so,malleable,a,PRO_P,P_ADJ,ADJ_DET,DET
521857,23745,P,DET,ADJ,DET,N,of,so,malleable,a,Constitution,P_DET,DET_DET,DET_N,P
521858,23745,DET,ADJ,DET,N,",",so,malleable,a,Constitution,",",DET_ADJ,ADJ_N,"N_,",DET
521859,23745,ADJ,DET,N,",",CNJ,malleable,a,Constitution,",",that,ADJ_DET,"DET_,",",_CNJ",N
521860,23745,DET,N,",",CNJ,PRO,a,Constitution,",",that,you,DET_N,N_CNJ,CNJ_PRO,","
521861,23745,N,",",CNJ,PRO,MOD,Constitution,",",that,you,may,"N_,",",_PRO",PRO_MOD,CNJ
521862,23745,",",CNJ,PRO,MOD,V,",",that,you,may,be,",_CNJ",CNJ_MOD,MOD_V,PRO
521863,23745,CNJ,PRO,MOD,V,VN,that,you,may,be,worked,CNJ_PRO,PRO_V,V_VN,MOD
521864,23745,PRO,MOD,V,VN,P,you,may,be,worked,into,PRO_MOD,MOD_VN,VN_P,V
521865,23745,MOD,V,VN,P,DET,may,be,worked,into,any,MOD_V,V_P,P_DET,VN
521866,23745,V,VN,P,DET,N,be,worked,into,any,Form,V_VN,VN_DET,DET_N,P
521867,23745,VN,P,DET,N,DET,worked,into,any,Form,an,VN_P,P_N,N_DET,DET
521868,23745,P,DET,N,DET,N,into,any,Form,an,Artificer,P_DET,DET_DET,DET_N,N
521869,23745,DET,N,DET,N,VBZ,any,Form,an,Artificer,pleases,DET_N,N_N,N_VBZ,N
521870,23745,N,DET,N,VBZ,",",Form,an,Artificer,pleases,",",N_DET,DET_VBZ,"VBZ_,",N
521871,23745,DET,N,VBZ,",",PRO,an,Artificer,pleases,",",I,DET_N,"N_,",",_PRO",N
521872,23745,N,VBZ,",",PRO,VD,Artificer,pleases,",",I,foresaw,N_VBZ,VBZ_PRO,PRO_VD,","
521873,23745,VBZ,",",PRO,VD,PRO,pleases,",",I,foresaw,I,"VBZ_,",",_VD",VD_PRO,PRO
521874,23745,",",PRO,VD,PRO,MOD,",",I,foresaw,I,should,",_PRO",PRO_PRO,PRO_MOD,V
521875,23745,PRO,VD,PRO,MOD,*,I,foresaw,I,should,not,PRO_VD,VD_MOD,MOD_*,PRO
521876,23745,VD,PRO,MOD,*,V,foresaw,I,should,not,enjoy,VD_PRO,PRO_*,*_V,MOD
521877,23745,PRO,MOD,*,V,PRO,I,should,not,enjoy,your,PRO_MOD,MOD_V,V_PRO,*
521878,23745,MOD,*,V,PRO,N,should,not,enjoy,your,Favour,MOD_*,*_PRO,PRO_N,V
521879,23745,*,V,PRO,N,DET,not,enjoy,your,Favour,much,*_V,V_N,N_DET,PRO
521880,23745,V,PRO,N,DET,ADV,enjoy,your,Favour,much,longer,V_PRO,PRO_DET,DET_ADV,N
521881,23745,PRO,N,DET,ADV,'',your,Favour,much,longer,'',PRO_N,N_ADV,ADV_'',DET
521882,23745,N,DET,ADV,'',.,Favour,much,longer,'',.,N_DET,DET_'',''_.,ADJ
521883,23745,DET,ADV,'',.,end,much,longer,'',.,,DET_ADV,ADV_.,._end,''
521884,23745,ADV,'',.,end,end,longer,'',.,,,ADV_'',''_end,end_end,.
525747,23913,start,start,ADV,PRO,MOD,,,Then,he,would,start_start,start_PRO,PRO_MOD,ADV
525748,23913,start,ADV,PRO,MOD,V,,Then,he,would,get,start_ADV,ADV_MOD,MOD_V,PRO
525749,23913,ADV,PRO,MOD,V,P,Then,he,would,get,to,ADV_PRO,PRO_V,V_P,MOD
525750,23913,PRO,MOD,V,P,PRO,he,would,get,to,his,PRO_MOD,MOD_P,P_PRO,V
525751,23913,MOD,V,P,PRO,N,would,get,to,his,feet,MOD_V,V_PRO,PRO_N,P
525752,23913,V,P,PRO,N,",",get,to,his,feet,",",V_P,P_N,"N_,",PRO
525753,23913,P,PRO,N,",",CNJ,to,his,feet,",",as,P_PRO,"PRO_,",",_CNJ",N
525754,23913,PRO,N,",",CNJ,CNJ,his,feet,",",as,though,PRO_N,N_CNJ,CNJ_CNJ,","
525755,23913,N,",",CNJ,CNJ,VG,feet,",",as,though,rising,"N_,",",_CNJ",CNJ_VG,CNJ
525756,23913,",",CNJ,CNJ,VG,P,",",as,though,rising,in,",_CNJ",CNJ_VG,VG_P,CNJ
525757,23913,CNJ,CNJ,VG,P,N,as,though,rising,in,honor,CNJ_CNJ,CNJ_P,P_N,VG
525758,23913,CNJ,VG,P,N,P,though,rising,in,honor,of,CNJ_VG,VG_N,N_P,P
525759,23913,VG,P,N,P,PRO,rising,in,honor,of,his,VG_P,P_P,P_PRO,N
525760,23913,P,N,P,PRO,ADJ,in,honor,of,his,own,P_N,N_PRO,PRO_ADJ,P
525761,23913,N,P,PRO,ADJ,ADJ,honor,of,his,own,remarkable,N_P,P_ADJ,ADJ_ADJ,PRO
525762,23913,P,PRO,ADJ,ADJ,N,of,his,own,remarkable,powers,P_PRO,PRO_ADJ,ADJ_N,V
525763,23913,PRO,ADJ,ADJ,N,",",his,own,remarkable,powers,",",PRO_ADJ,ADJ_N,"N_,",ADJ
525764,23913,ADJ,ADJ,N,",",CNJ,own,remarkable,powers,",",and,ADJ_ADJ,"ADJ_,",",_CNJ",N
525765,23913,ADJ,N,",",CNJ,V,remarkable,powers,",",and,say,ADJ_N,N_CNJ,CNJ_V,","
525766,23913,N,",",CNJ,V,DET,powers,",",and,say,almost,"N_,",",_V",V_DET,CNJ
525767,23913,",",CNJ,V,DET,ADV,",",and,say,almost,invariably,",_CNJ",CNJ_DET,DET_ADV,V
525768,23913,CNJ,V,DET,ADV,",",and,say,almost,invariably,",",CNJ_V,V_ADV,"ADV_,",DET
525769,23913,V,DET,ADV,",",``,say,almost,invariably,",",``,V_DET,"DET_,",",_``",ADV
525770,23913,DET,ADV,",",``,N,almost,invariably,",",``,Gentlemen,DET_ADV,ADV_``,``_N,","
525771,23913,ADV,",",``,N,",",invariably,",",``,Gentlemen,",","ADV_,",",_N","N_,",``
525772,23913,",",``,N,",",DET,",",``,Gentlemen,",",this,",_``","``_,",",_DET",N
525773,23913,``,N,",",DET,V,``,Gentlemen,",",this,is,``_N,N_DET,DET_V,","
525774,23913,N,",",DET,V,DET,Gentlemen,",",this,is,an,"N_,",",_V",V_DET,DET
525775,23913,",",DET,V,DET,ADJ,",",this,is,an,amazing,",_DET",DET_DET,DET_ADJ,V
525776,23913,DET,V,DET,ADJ,N,this,is,an,amazing,story,DET_V,V_ADJ,ADJ_N,DET
525777,23913,V,DET,ADJ,N,.,is,an,amazing,story,!,V_DET,DET_N,N_.,ADJ
525778,23913,DET,ADJ,N,.,.,an,amazing,story,!,!,DET_ADJ,ADJ_.,._.,N
525779,23913,ADJ,N,.,.,end,amazing,story,!,!,,ADJ_N,N_.,._end,.
525780,23913,N,.,.,end,end,story,!,!,,,N_.,._end,end_end,.
532458,24223,start,start,V,PRO,V,,,Let,us,differentiate,start_start,start_PRO,PRO_V,V
532459,24223,start,V,PRO,V,DET,,Let,us,differentiate,a,start_V,V_V,V_DET,PRO
532460,24223,V,PRO,V,DET,DET,Let,us,differentiate,a,few,V_PRO,PRO_DET,DET_DET,V
532461,24223,PRO,V,DET,DET,P,us,differentiate,a,few,of,PRO_V,V_DET,DET_P,DET
532462,24223,V,DET,DET,P,DET,differentiate,a,few,of,these,V_DET,DET_P,P_DET,DET
532463,24223,DET,DET,P,DET,N,a,few,of,these,ideas,DET_DET,DET_DET,DET_N,P
532464,24223,DET,P,DET,N,.,few,of,these,ideas,.,DET_P,P_N,N_.,DET
532465,24223,P,DET,N,.,end,of,these,ideas,.,,P_DET,DET_.,._end,N
532466,24223,DET,N,.,end,end,these,ideas,.,,,DET_N,N_end,end_end,.
541327,24562,start,start,``,N,.,,,``,Line,?,start_start,start_N,N_.,``
541328,24562,start,``,N,.,.,,``,Line,?,?,start_``,``_.,._.,N
541329,24562,``,N,.,.,end,``,Line,?,?,,``_N,N_.,._end,.
541330,24562,N,.,.,end,end,Line,?,?,,,N_.,._end,end_end,.
547412,24835,start,start,PRO,V,",",,,It,was,",",start_start,start_V,"V_,",PRO
547413,24835,start,PRO,V,",",P,,It,was,",",of,start_PRO,"PRO_,",",_P",V
547414,24835,PRO,V,",",P,N,It,was,",",of,course,PRO_V,V_P,P_N,","
547415,24835,V,",",P,N,",",was,",",of,course,",","V_,",",_N","N_,",P
547416,24835,",",P,N,",",P,",",of,course,",",in,",_P","P_,",",_P",N
547417,24835,P,N,",",P,DET,of,course,",",in,this,P_N,N_P,P_DET,","
547418,24835,N,",",P,DET,N,course,",",in,this,drawing,"N_,",",_DET",DET_N,P
547419,24835,",",P,DET,N,P,",",in,this,drawing,of,",_P",P_N,N_P,DET
547420,24835,P,DET,N,P,DET,in,this,drawing,of,the,P_DET,DET_P,P_DET,N
547421,24835,DET,N,P,DET,N,this,drawing,of,the,balance,DET_N,N_DET,DET_N,P
547422,24835,N,P,DET,N,N,drawing,of,the,balance,sheet,N_P,P_N,N_N,DET
547423,24835,P,DET,N,N,P,of,the,balance,sheet,of,P_DET,DET_N,N_P,N
547424,24835,DET,N,N,P,N,the,balance,sheet,of,judgment,DET_N,N_P,P_N,N
547425,24835,N,N,P,N,CNJ,balance,sheet,of,judgment,that,N_N,N_N,N_CNJ,P
547426,24835,N,P,N,CNJ,PRO,sheet,of,judgment,that,he,N_P,P_CNJ,CNJ_PRO,N
547427,24835,P,N,CNJ,PRO,DET,of,judgment,that,he,most,P_N,N_PRO,PRO_DET,CNJ
547428,24835,N,CNJ,PRO,DET,ADV,judgment,that,he,most,clearly,N_CNJ,CNJ_DET,DET_ADV,PRO
547429,24835,CNJ,PRO,DET,ADV,VD,that,he,most,clearly,displayed,CNJ_PRO,PRO_ADV,ADV_VD,DET
547430,24835,PRO,DET,ADV,VD,PRO,he,most,clearly,displayed,his,PRO_DET,DET_VD,VD_PRO,ADV
547431,24835,DET,ADV,VD,PRO,N,most,clearly,displayed,his,desire,DET_ADV,ADV_PRO,PRO_N,VN
547432,24835,ADV,VD,PRO,N,TO,clearly,displayed,his,desire,to,ADV_VD,VD_N,N_TO,PRO
547433,24835,VD,PRO,N,TO,V,displayed,his,desire,to,do,VD_PRO,PRO_TO,TO_V,N
547434,24835,PRO,N,TO,V,ADJ,his,desire,to,do,full,PRO_N,N_V,V_ADJ,TO
547435,24835,N,TO,V,ADJ,N,desire,to,do,full,justice,N_TO,TO_ADJ,ADJ_N,V
547436,24835,TO,V,ADJ,N,P,to,do,full,justice,to,TO_V,V_N,N_P,ADJ
547437,24835,V,ADJ,N,P,DET,do,full,justice,to,an,V_ADJ,ADJ_P,P_DET,N
547438,24835,ADJ,N,P,DET,N,full,justice,to,an,author,ADJ_N,N_DET,DET_N,P
547439,24835,N,P,DET,N,.,justice,to,an,author,.,N_P,P_N,N_.,DET
547440,24835,P,DET,N,.,end,to,an,author,.,,P_DET,DET_.,._end,N
547441,24835,DET,N,.,end,end,an,author,.,,,DET_N,N_end,end_end,.
547683,24844,start,start,ADV,PRO,VD,,,Thence,he,pushed,start_start,start_PRO,PRO_VD,N
547684,24844,start,ADV,PRO,VD,ADV,,Thence,he,pushed,farther,start_ADV,ADV_VD,VD_ADV,PRO
547685,24844,ADV,PRO,VD,ADV,N,Thence,he,pushed,farther,south,ADV_PRO,PRO_ADV,ADV_N,VD
547686,24844,PRO,VD,ADV,N,CNJ,he,pushed,farther,south,than,PRO_VD,VD_N,N_CNJ,DET
547687,24844,VD,ADV,N,CNJ,PRO,pushed,farther,south,than,he,VD_ADV,ADV_CNJ,CNJ_PRO,N
547688,24844,ADV,N,CNJ,PRO,V,farther,south,than,he,had,ADV_N,N_PRO,PRO_V,CNJ
547689,24844,N,CNJ,PRO,V,ADV,south,than,he,had,ever,N_CNJ,CNJ_V,V_ADV,PRO
547690,24844,CNJ,PRO,V,ADV,V,than,he,had,ever,been,CNJ_PRO,PRO_ADV,ADV_V,V
547691,24844,PRO,V,ADV,V,ADV,he,had,ever,been,before,PRO_V,V_V,V_ADV,ADV
547692,24844,V,ADV,V,ADV,P,had,ever,been,before,into,V_ADV,ADV_ADV,ADV_P,V
547693,24844,ADV,V,ADV,P,NP,ever,been,before,into,Podolia,ADV_V,V_P,P_NP,ADV
547694,24844,V,ADV,P,NP,CNJ,been,before,into,Podolia,and,V_ADV,ADV_NP,NP_CNJ,P
547695,24844,ADV,P,NP,CNJ,NP,before,into,Podolia,and,Nogay,ADV_P,P_CNJ,CNJ_NP,N
547696,24844,P,NP,CNJ,NP,NP,into,Podolia,and,Nogay,Tartary,P_NP,NP_NP,NP_NP,CNJ
547697,24844,NP,CNJ,NP,NP,CNJ,Podolia,and,Nogay,Tartary,or,NP_CNJ,CNJ_NP,NP_CNJ,N
547698,24844,CNJ,NP,NP,CNJ,DET,and,Nogay,Tartary,or,the,CNJ_NP,NP_CNJ,CNJ_DET,N
547699,24844,NP,NP,CNJ,DET,NP,Nogay,Tartary,or,the,Yedisan,NP_NP,NP_DET,DET_NP,CNJ
547700,24844,NP,CNJ,DET,NP,.,Tartary,or,the,Yedisan,.,NP_CNJ,CNJ_NP,NP_.,DET
547701,24844,CNJ,DET,NP,.,end,or,the,Yedisan,.,,CNJ_DET,DET_.,._end,N
547702,24844,DET,NP,.,end,end,the,Yedisan,.,,,DET_NP,NP_end,end_end,.
551917,25035,start,start,ADV,PRO,MOD,,,Later,they,would,start_start,start_PRO,PRO_MOD,ADV
551918,25035,start,ADV,PRO,MOD,V,,Later,they,would,be,start_ADV,ADV_MOD,MOD_V,PRO
551919,25035,ADV,PRO,MOD,V,VN,Later,they,would,be,hoisted,ADV_PRO,PRO_V,V_VN,MOD
551920,25035,PRO,MOD,V,VN,P,they,would,be,hoisted,into,PRO_MOD,MOD_VN,VN_P,V
551921,25035,MOD,V,VN,P,N,would,be,hoisted,into,place,MOD_V,V_P,P_N,VN
551922,25035,V,VN,P,N,.,be,hoisted,into,place,.,V_VN,VN_N,N_.,P
551923,25035,VN,P,N,.,end,hoisted,into,place,.,,VN_P,P_.,._end,N
551924,25035,P,N,.,end,end,into,place,.,,,P_N,N_end,end_end,.
552067,25043,start,start,CNJ,DET,NUM,,,But,this,one,start_start,start_DET,DET_NUM,CNJ
552068,25043,start,CNJ,DET,NUM,V,,But,this,one,was,start_CNJ,CNJ_NUM,NUM_V,DET
552069,25043,CNJ,DET,NUM,V,.,But,this,one,was,.,CNJ_DET,DET_V,V_.,PRO
552070,25043,DET,NUM,V,.,end,this,one,was,.,,DET_NUM,NUM_.,._end,V
552071,25043,NUM,V,.,end,end,one,was,.,,,NUM_V,V_end,end_end,.
552248,25052,start,start,``,V,PRO,,,``,Let,him,start_start,start_V,V_PRO,``
552249,25052,start,``,V,PRO,V,,``,Let,him,become,start_``,``_PRO,PRO_V,V
552250,25052,``,V,PRO,V,ADJ,``,Let,him,become,honest,``_V,V_V,V_ADJ,PRO
552251,25052,V,PRO,V,ADJ,",",Let,him,become,honest,",",V_PRO,PRO_ADJ,"ADJ_,",V
