,sentence_num,t_i-2,t_i-1,t_i,t_i+1,t_i+2,w_i-2,w_i-1,w_i,w_i+1,w_i+2,"t_i-2,i-1","t_i-1,i+1","t_i+1,i+2",tag_prediction
299566,13895,N,P,N,CNJ,N,interest,in,medicine,and,science,N_P,P_CNJ,CNJ_N,N
299567,13895,P,N,CNJ,N,.,in,medicine,and,science,.,P_N,N_N,N_.,CNJ
299568,13895,N,CNJ,N,.,end,medicine,and,science,.,,N_CNJ,CNJ_.,._end,N
299569,13895,CNJ,N,.,end,end,and,science,.,,,CNJ_N,N_end,end_end,.
307693,14342,start,start,P,DET,N,,,Beyond,any,question,start_start,start_DET,DET_N,P
307694,14342,start,P,DET,N,P,,Beyond,any,question,of,start_P,P_N,N_P,DET
307695,14342,P,DET,N,P,N,Beyond,any,question,of,curriculum,P_DET,DET_P,P_N,N
307696,14342,DET,N,P,N,CNJ,any,question,of,curriculum,and,DET_N,N_N,N_CNJ,P
307697,14342,N,P,N,CNJ,N,question,of,curriculum,and,approach,N_P,P_CNJ,CNJ_N,N
307698,14342,P,N,CNJ,N,P,of,curriculum,and,approach,to,P_N,N_N,N_P,CNJ
307699,14342,N,CNJ,N,P,N,curriculum,and,approach,to,subject,N_CNJ,CNJ_P,P_N,N
307700,14342,CNJ,N,P,N,MOD,and,approach,to,subject,must,CNJ_N,N_N,N_MOD,P
307701,14342,N,P,N,MOD,V,approach,to,subject,must,be,N_P,P_MOD,MOD_V,N
307702,14342,P,N,MOD,V,DET,to,subject,must,be,the,P_N,N_V,V_DET,MOD
307703,14342,N,MOD,V,DET,N,subject,must,be,the,quality,N_MOD,MOD_DET,DET_N,V
307704,14342,MOD,V,DET,N,P,must,be,the,quality,of,MOD_V,V_N,N_P,DET
307705,14342,V,DET,N,P,DET,be,the,quality,of,the,V_DET,DET_P,P_DET,N
307706,14342,DET,N,P,DET,N,the,quality,of,the,teachers,DET_N,N_DET,DET_N,P
307707,14342,N,P,DET,N,PRO,quality,of,the,teachers,themselves,N_P,P_N,N_PRO,DET
307708,14342,P,DET,N,PRO,.,of,the,teachers,themselves,.,P_DET,DET_PRO,PRO_.,N
307709,14342,DET,N,PRO,.,end,the,teachers,themselves,.,,DET_N,N_.,._end,PRO
307710,14342,N,PRO,.,end,end,teachers,themselves,.,,,N_PRO,PRO_end,end_end,.
310214,14484,start,start,N,N,end,,,Retirement,policies,,start_start,start_N,N_end,N
310215,14484,start,N,N,end,end,,Retirement,policies,,,start_N,N_end,end_end,N
333177,15518,start,start,DET,CNJ,ADJ,,,This,and,raw,start_start,start_CNJ,CNJ_ADJ,DET
333178,15518,start,DET,CNJ,ADJ,N,,This,and,raw,sugar,start_DET,DET_ADJ,ADJ_N,CNJ
333179,15518,DET,CNJ,ADJ,N,V,This,and,raw,sugar,replace,DET_CNJ,CNJ_N,N_V,ADJ
333180,15518,CNJ,ADJ,N,V,ADJ,and,raw,sugar,replace,ordinary,CNJ_ADJ,ADJ_V,V_ADJ,N
333181,15518,ADJ,N,V,ADJ,VN,raw,sugar,replace,ordinary,refined,ADJ_N,N_ADJ,ADJ_VN,P
333182,15518,N,V,ADJ,VN,N,sugar,replace,ordinary,refined,sugar,N_V,V_VN,VN_N,ADJ
333183,15518,V,ADJ,VN,N,P,replace,ordinary,refined,sugar,on,V_ADJ,ADJ_N,N_P,N
333184,15518,ADJ,VN,N,P,DET,ordinary,refined,sugar,on,the,ADJ_VN,VN_P,P_DET,N
333185,15518,VN,N,P,DET,N,refined,sugar,on,the,tables,VN_N,N_DET,DET_N,P
333186,15518,N,P,DET,N,CNJ,sugar,on,the,tables,and,N_P,P_N,N_CNJ,DET
333187,15518,P,DET,N,CNJ,DET,on,the,tables,and,very,P_DET,DET_CNJ,CNJ_DET,N
333188,15518,DET,N,CNJ,DET,DET,the,tables,and,very,little,DET_N,N_DET,DET_DET,CNJ
333189,15518,N,CNJ,DET,DET,N,tables,and,very,little,sugar,N_CNJ,CNJ_DET,DET_N,DET
333190,15518,CNJ,DET,DET,N,V,and,very,little,sugar,is,CNJ_DET,DET_N,N_V,ADJ
333191,15518,DET,DET,N,V,VN,very,little,sugar,is,used,DET_DET,DET_V,V_VN,N
333192,15518,DET,N,V,VN,P,little,sugar,is,used,in,DET_N,N_VN,VN_P,V
333193,15518,N,V,VN,P,VG,sugar,is,used,in,cooking,N_V,V_P,P_VG,VN
333194,15518,V,VN,P,VG,.,is,used,in,cooking,.,V_VN,VN_VG,VG_.,P
333195,15518,VN,P,VG,.,end,used,in,cooking,.,,VN_P,P_.,._end,N
333196,15518,P,VG,.,end,end,in,cooking,.,,,P_VG,VG_end,end_end,.
336116,15669,start,start,DET,N,P,,,All,sorts,of,start_start,start_N,N_P,DET
336117,15669,start,DET,N,P,N,,All,sorts,of,plans,start_DET,DET_P,P_N,N
336118,15669,DET,N,P,N,V,All,sorts,of,plans,come,DET_N,N_N,N_V,P
336119,15669,N,P,N,V,P,sorts,of,plans,come,to,N_P,P_V,V_P,N
336120,15669,P,N,V,P,N,of,plans,come,to,life,P_N,N_P,P_N,V
336121,15669,N,V,P,N,.,plans,come,to,life,.,N_V,V_N,N_.,P
336122,15669,V,P,N,.,end,come,to,life,.,,V_P,P_.,._end,N
336123,15669,P,N,.,end,end,to,life,.,,,P_N,N_end,end_end,.
342530,15987,start,start,DET,N,V,,,Other,experts,say,start_start,start_N,N_V,DET
342531,15987,start,DET,N,V,",",,Other,experts,say,",",start_DET,DET_V,"V_,",N
342532,15987,DET,N,V,",",ADV,Other,experts,say,",",however,DET_N,"N_,",",_ADV",V
342533,15987,N,V,",",ADV,",",experts,say,",",however,",",N_V,V_ADV,"ADV_,",","
342534,15987,V,",",ADV,",",CNJ,say,",",however,",",that,"V_,",",_,",",_CNJ",ADV
342535,15987,",",ADV,",",CNJ,CNJ,",",however,",",that,if,",_ADV",ADV_CNJ,CNJ_CNJ,","
342536,15987,ADV,",",CNJ,CNJ,ADJ,however,",",that,if,sexual,"ADV_,",",_CNJ",CNJ_ADJ,CNJ
342537,15987,",",CNJ,CNJ,ADJ,N,",",that,if,sexual,domination,",_CNJ",CNJ_ADJ,ADJ_N,CNJ
342538,15987,CNJ,CNJ,ADJ,N,P,that,if,sexual,domination,by,CNJ_CNJ,CNJ_N,N_P,ADJ
342539,15987,CNJ,ADJ,N,P,NUM,if,sexual,domination,by,one,CNJ_ADJ,ADJ_P,P_NUM,N
342540,15987,ADJ,N,P,NUM,CNJ,sexual,domination,by,one,or,ADJ_N,N_NUM,NUM_CNJ,P
342541,15987,N,P,NUM,CNJ,DET,domination,by,one,or,the,N_P,P_CNJ,CNJ_DET,NUM
342542,15987,P,NUM,CNJ,DET,DET,by,one,or,the,other,P_NUM,NUM_DET,DET_DET,CNJ
342543,15987,NUM,CNJ,DET,DET,N,one,or,the,other,partner,NUM_CNJ,CNJ_DET,DET_N,DET
342544,15987,CNJ,DET,DET,N,VBZ,or,the,other,partner,exists,CNJ_DET,DET_N,N_VBZ,DET
342545,15987,DET,DET,N,VBZ,P,the,other,partner,exists,for,DET_DET,DET_VBZ,VBZ_P,N
342546,15987,DET,N,VBZ,P,ADV,other,partner,exists,for,longer,DET_N,N_P,P_ADV,","
342547,15987,N,VBZ,P,ADV,P,partner,exists,for,longer,than,N_VBZ,VBZ_ADV,ADV_P,P
342548,15987,VBZ,P,ADV,P,DET,exists,for,longer,than,a,VBZ_P,P_P,P_DET,ADJ
342549,15987,P,ADV,P,DET,ADJ,for,longer,than,a,brief,P_ADV,ADV_DET,DET_ADJ,P
342550,15987,ADV,P,DET,ADJ,N,longer,than,a,brief,period,ADV_P,P_ADJ,ADJ_N,DET
342551,15987,P,DET,ADJ,N,",",than,a,brief,period,",",P_DET,DET_N,"N_,",ADJ
342552,15987,DET,ADJ,N,",",PRO,a,brief,period,",",it,DET_ADJ,"ADJ_,",",_PRO",N
342553,15987,ADJ,N,",",PRO,V,brief,period,",",it,is,ADJ_N,N_PRO,PRO_V,","
342554,15987,N,",",PRO,V,ADJ,period,",",it,is,likely,"N_,",",_V",V_ADJ,PRO
342555,15987,",",PRO,V,ADJ,TO,",",it,is,likely,to,",_PRO",PRO_ADJ,ADJ_TO,V
342556,15987,PRO,V,ADJ,TO,V,it,is,likely,to,shake,PRO_V,V_TO,TO_V,ADJ
342557,15987,V,ADJ,TO,V,DET,is,likely,to,shake,the,V_ADJ,ADJ_V,V_DET,TO
342558,15987,ADJ,TO,V,DET,N,likely,to,shake,the,marriage,ADJ_TO,TO_DET,DET_N,V
342559,15987,TO,V,DET,N,.,to,shake,the,marriage,.,TO_V,V_N,N_.,DET
342560,15987,V,DET,N,.,end,shake,the,marriage,.,,V_DET,DET_.,._end,N
342561,15987,DET,N,.,end,end,the,marriage,.,,,DET_N,N_end,end_end,.
380651,17717,start,start,ADV,DET,ADJ,,,Perhaps,the,Jewish,start_start,start_DET,DET_ADJ,ADV
380652,17717,start,ADV,DET,ADJ,N,,Perhaps,the,Jewish,students,start_ADV,ADV_ADJ,ADJ_N,DET
380653,17717,ADV,DET,ADJ,N,P,Perhaps,the,Jewish,students,at,ADV_DET,DET_N,N_P,ADJ
380654,17717,DET,ADJ,N,P,NP,the,Jewish,students,at,Brooklyn,DET_ADJ,ADJ_P,P_NP,N
380655,17717,ADJ,N,P,NP,N,Jewish,students,at,Brooklyn,College,ADJ_N,N_NP,NP_N,P
380656,17717,N,P,NP,N,--,students,at,Brooklyn,College,--,N_P,P_N,N_--,NP
380657,17717,P,NP,N,--,VG,at,Brooklyn,College,--,constituting,P_NP,NP_--,--_VG,N
380658,17717,NP,N,--,VG,NUM,Brooklyn,College,--,constituting,85,NP_N,N_VG,VG_NUM,N
380659,17717,N,--,VG,NUM,P,College,--,constituting,85,per,N_--,--_NUM,NUM_P,CNJ
380660,17717,--,VG,NUM,P,N,--,constituting,85,per,cent,--_VG,VG_P,P_N,NUM
380661,17717,VG,NUM,P,N,P,constituting,85,per,cent,of,VG_NUM,NUM_N,N_P,P
380662,17717,NUM,P,N,P,DET,85,per,cent,of,those,NUM_P,P_P,P_DET,N
380663,17717,P,N,P,DET,WH,per,cent,of,those,who,P_N,N_DET,DET_WH,P
380664,17717,N,P,DET,WH,V,cent,of,those,who,attend,N_P,P_WH,WH_V,DET
380665,17717,P,DET,WH,V,DET,of,those,who,attend,the,P_DET,DET_V,V_DET,WH
380666,17717,DET,WH,V,DET,N,those,who,attend,the,day,DET_WH,WH_DET,DET_N,V
380667,17717,WH,V,DET,N,N,who,attend,the,day,session,WH_V,V_N,N_N,DET
380668,17717,V,DET,N,N,--,attend,the,day,session,--,V_DET,DET_N,N_--,N
380669,17717,DET,N,N,--,MOD,the,day,session,--,can,DET_N,N_--,--_MOD,N
380670,17717,N,N,--,MOD,V,day,session,--,can,serve,N_N,N_MOD,MOD_V,","
380671,17717,N,--,MOD,V,CNJ,session,--,can,serve,as,N_--,--_V,V_CNJ,MOD
380672,17717,--,MOD,V,CNJ,DET,--,can,serve,as,a,--_MOD,MOD_CNJ,CNJ_DET,V
380673,17717,MOD,V,CNJ,DET,N,can,serve,as,a,paradigm,MOD_V,V_DET,DET_N,CNJ
380674,17717,V,CNJ,DET,N,P,serve,as,a,paradigm,of,V_CNJ,CNJ_N,N_P,DET
380675,17717,CNJ,DET,N,P,DET,as,a,paradigm,of,the,CNJ_DET,DET_P,P_DET,N
380676,17717,DET,N,P,DET,ADJ,a,paradigm,of,the,urban,DET_N,N_DET,DET_ADJ,P
380677,17717,N,P,DET,ADJ,",",paradigm,of,the,urban,",",N_P,P_ADJ,"ADJ_,",DET
380678,17717,P,DET,ADJ,",",ADJ,of,the,urban,",",lower-middle,P_DET,"DET_,",",_ADJ",ADJ
380679,17717,DET,ADJ,",",ADJ,N,the,urban,",",lower-middle,class,DET_ADJ,ADJ_ADJ,ADJ_N,","
380680,17717,ADJ,",",ADJ,N,ADJ,urban,",",lower-middle,class,Jewish,"ADJ_,",",_N",N_ADJ,ADJ
380681,17717,",",ADJ,N,ADJ,N,",",lower-middle,class,Jewish,student,",_ADJ",ADJ_ADJ,ADJ_N,N
380682,17717,ADJ,N,ADJ,N,.,lower-middle,class,Jewish,student,.,ADJ_N,N_N,N_.,ADJ
380683,17717,N,ADJ,N,.,end,class,Jewish,student,.,,N_ADJ,ADJ_.,._end,N
380684,17717,ADJ,N,.,end,end,Jewish,student,.,,,ADJ_N,N_end,end_end,.
382337,17798,start,start,PRO,VD,PRO,,,He,showed,me,start_start,start_VD,VD_PRO,PRO
382338,17798,start,PRO,VD,PRO,NUM,,He,showed,me,one,start_PRO,PRO_PRO,PRO_NUM,VD
382339,17798,PRO,VD,PRO,NUM,P,He,showed,me,one,of,PRO_VD,VD_NUM,NUM_P,PRO
382340,17798,VD,PRO,NUM,P,PRO,showed,me,one,of,his,VD_PRO,PRO_P,P_PRO,NUM
382341,17798,PRO,NUM,P,PRO,N,me,one,of,his,fingers,PRO_NUM,NUM_PRO,PRO_N,P
382342,17798,NUM,P,PRO,N,WH,one,of,his,fingers,which,NUM_P,P_N,N_WH,PRO
382343,17798,P,PRO,N,WH,V,of,his,fingers,which,had,P_PRO,PRO_WH,WH_V,N
382344,17798,PRO,N,WH,V,V,his,fingers,which,had,been,PRO_N,N_V,V_V,WH
382345,17798,N,WH,V,V,DET,fingers,which,had,been,practically,N_WH,WH_V,V_DET,V
382346,17798,WH,V,V,DET,VN,which,had,been,practically,amputated,WH_V,V_DET,DET_VN,V
382347,17798,V,V,DET,VN,CNJ,had,been,practically,amputated,and,V_V,V_VN,VN_CNJ,DET
382348,17798,V,DET,VN,CNJ,WH,been,practically,amputated,and,which,V_DET,DET_CNJ,CNJ_WH,ADJ
382349,17798,DET,VN,CNJ,WH,PRO,practically,amputated,and,which,his,DET_VN,VN_WH,WH_PRO,CNJ
382350,17798,VN,CNJ,WH,PRO,N,amputated,and,which,his,mother,VN_CNJ,CNJ_PRO,PRO_N,WH
382351,17798,CNJ,WH,PRO,N,V,and,which,his,mother,had,CNJ_WH,WH_N,N_V,PRO
382352,17798,WH,PRO,N,V,VN,which,his,mother,had,treated,WH_PRO,PRO_V,V_VN,N
382353,17798,PRO,N,V,VN,.,his,mother,had,treated,;,PRO_N,N_VN,VN_.,V
382354,17798,N,V,VN,.,.,mother,had,treated,;,;,N_V,V_.,._.,VN
382355,17798,V,VN,.,.,end,had,treated,;,;,,V_VN,VN_.,._end,.
382356,17798,VN,.,.,end,end,treated,;,;,,,VN_.,._end,end_end,.
390960,18171,start,start,VN,P,ADJ,,,Surrounded,by,ancient,start_start,start_P,P_ADJ,VN
390961,18171,start,VN,P,ADJ,N,,Surrounded,by,ancient,elms,start_VN,VN_ADJ,ADJ_N,P
390962,18171,VN,P,ADJ,N,",",Surrounded,by,ancient,elms,",",VN_P,P_N,"N_,",ADJ
390963,18171,P,ADJ,N,",",DET,by,ancient,elms,",",the,P_ADJ,"ADJ_,",",_DET",N
390964,18171,ADJ,N,",",DET,N,ancient,elms,",",the,campus,ADJ_N,N_DET,DET_N,","
390965,18171,N,",",DET,N,V,elms,",",the,campus,is,"N_,",",_N",N_V,DET
390966,18171,",",DET,N,V,ADJ,",",the,campus,is,spacious,",_DET",DET_V,V_ADJ,N
390967,18171,DET,N,V,ADJ,CNJ,the,campus,is,spacious,and,DET_N,N_ADJ,ADJ_CNJ,V
390968,18171,N,V,ADJ,CNJ,ADJ,campus,is,spacious,and,beautiful,N_V,V_CNJ,CNJ_ADJ,ADJ
390969,18171,V,ADJ,CNJ,ADJ,.,is,spacious,and,beautiful,.,V_ADJ,ADJ_ADJ,ADJ_.,CNJ
390970,18171,ADJ,CNJ,ADJ,.,end,spacious,and,beautiful,.,,ADJ_CNJ,CNJ_.,._end,ADJ
390971,18171,CNJ,ADJ,.,end,end,and,beautiful,.,,,CNJ_ADJ,ADJ_end,end_end,.
391266,18186,start,start,DET,ADJ,N,,,This,carefree,disdain,start_start,start_ADJ,ADJ_N,DET
391267,18186,start,DET,ADJ,N,P,,This,carefree,disdain,for,start_DET,DET_N,N_P,ADJ
391268,18186,DET,ADJ,N,P,``,This,carefree,disdain,for,``,DET_ADJ,ADJ_P,P_``,N
391269,18186,ADJ,N,P,``,N,carefree,disdain,for,``,side,ADJ_N,N_``,``_N,CNJ
391270,18186,N,P,``,N,'',disdain,for,``,side,'',N_P,P_N,N_'',DET
391271,18186,P,``,N,'',VD,for,``,side,'',cropped,P_``,``_'',''_VD,N
391272,18186,``,N,'',VD,ADV,``,side,'',cropped,up,``_N,N_VD,VD_ADV,P
391273,18186,N,'',VD,ADV,ADV,side,'',cropped,up,again,N_'',''_ADV,ADV_ADV,VN
391274,18186,'',VD,ADV,ADV,P,'',cropped,up,again,in,''_VD,VD_ADV,ADV_P,ADV
391275,18186,VD,ADV,ADV,P,DET,cropped,up,again,in,the,VD_ADV,ADV_P,P_DET,ADV
391276,18186,ADV,ADV,P,DET,DET,up,again,in,the,same,ADV_ADV,ADV_DET,DET_DET,P
391277,18186,ADV,P,DET,DET,N,again,in,the,same,television,ADV_P,P_DET,DET_N,DET
391278,18186,P,DET,DET,N,N,in,the,same,television,broadcast,P_DET,DET_N,N_N,DET
391279,18186,DET,DET,N,N,.,the,same,television,broadcast,.,DET_DET,DET_N,N_.,N
391280,18186,DET,N,N,.,end,same,television,broadcast,.,,DET_N,N_.,._end,N
391281,18186,N,N,.,end,end,television,broadcast,.,,,N_N,N_end,end_end,.
398434,18507,start,start,CNJ,DET,N,,,And,the,fact,start_start,start_DET,DET_N,CNJ
398435,18507,start,CNJ,DET,N,VBZ,,And,the,fact,remains,start_CNJ,CNJ_N,N_VBZ,DET
398436,18507,CNJ,DET,N,VBZ,CNJ,And,the,fact,remains,that,CNJ_DET,DET_VBZ,VBZ_CNJ,N
398437,18507,DET,N,VBZ,CNJ,EX,the,fact,remains,that,there,DET_N,N_CNJ,CNJ_EX,N
398438,18507,N,VBZ,CNJ,EX,V,fact,remains,that,there,are,N_VBZ,VBZ_EX,EX_V,CNJ
398439,18507,VBZ,CNJ,EX,V,N,remains,that,there,are,today,VBZ_CNJ,CNJ_V,V_N,EX
398440,18507,CNJ,EX,V,N,DET,that,there,are,today,few,CNJ_EX,EX_N,N_DET,V
398441,18507,EX,V,N,DET,VG,there,are,today,few,shining,EX_V,V_DET,DET_VG,DET
398442,18507,V,N,DET,VG,N,are,today,few,shining,examples,V_N,N_VG,VG_N,DET
398443,18507,N,DET,VG,N,P,today,few,shining,examples,of,N_DET,DET_N,N_P,ADJ
398444,18507,DET,VG,N,P,NP,few,shining,examples,of,Negroes,DET_VG,VG_P,P_NP,N
398445,18507,VG,N,P,NP,P,shining,examples,of,Negroes,in,VG_N,N_NP,NP_P,P
398446,18507,N,P,NP,P,N,examples,of,Negroes,in,positions,N_P,P_P,P_N,NP
398447,18507,P,NP,P,N,P,of,Negroes,in,positions,of,P_NP,NP_N,N_P,P
398448,18507,NP,P,N,P,ADJ,Negroes,in,positions,of,intellectual,NP_P,P_P,P_ADJ,N
398449,18507,P,N,P,ADJ,N,in,positions,of,intellectual,leadership,P_N,N_ADJ,ADJ_N,P
398450,18507,N,P,ADJ,N,.,positions,of,intellectual,leadership,.,N_P,P_N,N_.,ADJ
398451,18507,P,ADJ,N,.,end,of,intellectual,leadership,.,,P_ADJ,ADJ_.,._end,N
398452,18507,ADJ,N,.,end,end,intellectual,leadership,.,,,ADJ_N,N_end,end_end,.
399701,18557,start,start,P,DET,DET,,,In,a,far,start_start,start_DET,DET_DET,P
399702,18557,start,P,DET,DET,ADJ,,In,a,far,distant,start_P,P_DET,DET_ADJ,DET
399703,18557,P,DET,DET,ADJ,N,In,a,far,distant,part,P_DET,DET_ADJ,ADJ_N,DET
399704,18557,DET,DET,ADJ,N,P,a,far,distant,part,of,DET_DET,DET_N,N_P,ADJ
399705,18557,DET,ADJ,N,P,DET,far,distant,part,of,the,DET_ADJ,ADJ_P,P_DET,N
399706,18557,ADJ,N,P,DET,VN,distant,part,of,the,United,ADJ_N,N_DET,DET_VN,P
399707,18557,N,P,DET,VN,N,part,of,the,United,States,N_P,P_VN,VN_N,DET
399708,18557,P,DET,VN,N,",",of,the,United,States,",",P_DET,DET_N,"N_,",VN
399709,18557,DET,VN,N,",",PRO,the,United,States,",",I,DET_VN,"VN_,",",_PRO",N
399710,18557,VN,N,",",PRO,V,United,States,",",I,was,VN_N,N_PRO,PRO_V,","
399711,18557,N,",",PRO,V,VG,States,",",I,was,talking,"N_,",",_V",V_VG,PRO
399712,18557,",",PRO,V,VG,P,",",I,was,talking,to,",_PRO",PRO_VG,VG_P,V
399713,18557,PRO,V,VG,P,DET,I,was,talking,to,an,PRO_V,V_P,P_DET,VG
399714,18557,V,VG,P,DET,N,was,talking,to,an,instructor,V_VG,VG_DET,DET_N,P
399715,18557,VG,P,DET,N,P,talking,to,an,instructor,about,VG_P,P_N,N_P,DET
399716,18557,P,DET,N,P,DET,to,an,instructor,about,a,P_DET,DET_P,P_DET,N
399717,18557,DET,N,P,DET,N,an,instructor,about,a,boy,DET_N,N_DET,DET_N,P
399718,18557,N,P,DET,N,WH,instructor,about,a,boy,who,N_P,P_N,N_WH,DET
399719,18557,P,DET,N,WH,P,about,a,boy,who,in,P_DET,DET_WH,WH_P,N
399720,18557,DET,N,WH,P,DET,a,boy,who,in,the,DET_N,N_P,P_DET,WH
399721,18557,N,WH,P,DET,NUM,boy,who,in,the,twelfth,N_WH,WH_DET,DET_NUM,P
399722,18557,WH,P,DET,NUM,N,who,in,the,twelfth,grade,WH_P,P_NUM,NUM_N,DET
399723,18557,P,DET,NUM,N,V,in,the,twelfth,grade,was,P_DET,DET_N,N_V,NUM
399724,18557,DET,NUM,N,V,VG,the,twelfth,grade,was,doing,DET_NUM,NUM_V,V_VG,N
399725,18557,NUM,N,V,VG,ADJ,twelfth,grade,was,doing,special,NUM_N,N_VG,VG_ADJ,V
399726,18557,N,V,VG,ADJ,N,grade,was,doing,special,work,N_V,V_ADJ,ADJ_N,VG
399727,18557,V,VG,ADJ,N,.,was,doing,special,work,.,V_VG,VG_N,N_.,ADJ
399728,18557,VG,ADJ,N,.,end,doing,special,work,.,,VG_ADJ,ADJ_.,._end,N
399729,18557,ADJ,N,.,end,end,special,work,.,,,ADJ_N,N_end,end_end,.
410425,19035,start,start,CNJ,WH,VD,,,or,who,ingested,start_start,start_WH,WH_VD,CNJ
410426,19035,start,CNJ,WH,VD,ADJ,,or,who,ingested,strange,start_CNJ,CNJ_VD,VD_ADJ,N
410427,19035,CNJ,WH,VD,ADJ,N,or,who,ingested,strange,objects,CNJ_WH,WH_ADJ,ADJ_N,VD
410428,19035,WH,VD,ADJ,N,",",who,ingested,strange,objects,",",WH_VD,VD_N,"N_,",DET
410429,19035,VD,ADJ,N,",",CNJ,ingested,strange,objects,",",like,VD_ADJ,"ADJ_,",",_CNJ",N
410430,19035,ADJ,N,",",CNJ,ADJ,strange,objects,",",like,live,ADJ_N,N_CNJ,CNJ_ADJ,","
410431,19035,N,",",CNJ,ADJ,N,objects,",",like,live,fish,"N_,",",_ADJ",ADJ_N,CNJ
410432,19035,",",CNJ,ADJ,N,.,",",like,live,fish,;,",_CNJ",CNJ_N,N_.,ADJ
410433,19035,CNJ,ADJ,N,.,.,like,live,fish,;,;,CNJ_ADJ,ADJ_.,._.,N
410434,19035,ADJ,N,.,.,end,live,fish,;,;,,ADJ_N,N_.,._end,.
410435,19035,N,.,.,end,end,fish,;,;,,,N_.,._end,end_end,.
416515,19236,start,start,PRO,MOD,V,,,You,will,walk,start_start,start_MOD,MOD_V,PRO
416516,19236,start,PRO,MOD,V,DET,,You,will,walk,some,start_PRO,PRO_V,V_DET,MOD
416517,19236,PRO,MOD,V,DET,P,You,will,walk,some,of,PRO_MOD,MOD_DET,DET_P,V
416518,19236,MOD,V,DET,P,DET,will,walk,some,of,the,MOD_V,V_P,P_DET,DET
416519,19236,V,DET,P,DET,ADJ,walk,some,of,the,narrow,V_DET,DET_DET,DET_ADJ,P
416520,19236,DET,P,DET,ADJ,",",some,of,the,narrow,",",DET_P,P_ADJ,"ADJ_,",DET
416521,19236,P,DET,ADJ,",",ADJ,of,the,narrow,",",old,P_DET,"DET_,",",_ADJ",ADJ
416522,19236,DET,ADJ,",",ADJ,N,the,narrow,",",old,streets,DET_ADJ,ADJ_ADJ,ADJ_N,","
416523,19236,ADJ,",",ADJ,N,",",narrow,",",old,streets,",","ADJ_,",",_N","N_,",ADJ
416524,19236,",",ADJ,N,",",VN,",",old,streets,",",hemmed,",_ADJ","ADJ_,",",_VN",N
416525,19236,ADJ,N,",",VN,ADV,old,streets,",",hemmed,in,ADJ_N,N_VN,VN_ADV,","
416526,19236,N,",",VN,ADV,P,streets,",",hemmed,in,by,"N_,",",_ADV",ADV_P,VN
416527,19236,",",VN,ADV,P,ADJ,",",hemmed,in,by,massive,",_VN",VN_P,P_ADJ,ADV
416528,19236,VN,ADV,P,ADJ,FW,hemmed,in,by,massive,palazzi,VN_ADV,ADV_ADJ,ADJ_FW,P
416529,19236,ADV,P,ADJ,FW,.,in,by,massive,palazzi,.,ADV_P,P_FW,FW_.,ADJ
416530,19236,P,ADJ,FW,.,end,by,massive,palazzi,.,,P_ADJ,ADJ_.,._end,N
416531,19236,ADJ,FW,.,end,end,massive,palazzi,.,,,ADJ_FW,FW_end,end_end,.
427767,19723,start,start,DET,N,P,,,The,reason,for,start_start,start_N,N_P,DET
427768,19723,start,DET,N,P,DET,,The,reason,for,this,start_DET,DET_P,P_DET,N
427769,19723,DET,N,P,DET,VBZ,The,reason,for,this,bears,DET_N,N_DET,DET_VBZ,P
427770,19723,N,P,DET,VBZ,VG,reason,for,this,bears,explaining,N_P,P_VBZ,VBZ_VG,DET
427771,19723,P,DET,VBZ,VG,P,for,this,bears,explaining,for,P_DET,DET_VG,VG_P,N
427772,19723,DET,VBZ,VG,P,DET,this,bears,explaining,for,those,DET_VBZ,VBZ_P,P_DET,DET
427773,19723,VBZ,VG,P,DET,WH,bears,explaining,for,those,who,VBZ_VG,VG_DET,DET_WH,P
427774,19723,VG,P,DET,WH,MOD,explaining,for,those,who,may,VG_P,P_WH,WH_MOD,DET
427775,19723,P,DET,WH,MOD,V,for,those,who,may,wonder,P_DET,DET_MOD,MOD_V,WH
427776,19723,DET,WH,MOD,V,WH,those,who,may,wonder,why,DET_WH,WH_V,V_WH,MOD
427777,19723,WH,MOD,V,WH,N,who,may,wonder,why,State,WH_MOD,MOD_WH,WH_N,V
427778,19723,MOD,V,WH,N,VBZ,may,wonder,why,State,spends,MOD_V,V_N,N_VBZ,DET
427779,19723,V,WH,N,VBZ,DET,wonder,why,State,spends,so,V_WH,WH_VBZ,VBZ_DET,N
427780,19723,WH,N,VBZ,DET,DET,why,State,spends,so,much,WH_N,N_DET,DET_DET,VBZ
427781,19723,N,VBZ,DET,DET,P,State,spends,so,much,of,N_VBZ,VBZ_DET,DET_P,DET
427782,19723,VBZ,DET,DET,P,PRO,spends,so,much,of,its,VBZ_DET,DET_P,P_PRO,DET
427783,19723,DET,DET,P,PRO,ADJ,so,much,of,its,diplomatic,DET_DET,DET_PRO,PRO_ADJ,P
427784,19723,DET,P,PRO,ADJ,N,much,of,its,diplomatic,energy,DET_P,P_ADJ,ADJ_N,PRO
427785,19723,P,PRO,ADJ,N,P,of,its,diplomatic,energy,on,P_PRO,PRO_N,N_P,ADJ
427786,19723,PRO,ADJ,N,P,NP,its,diplomatic,energy,on,Congress,PRO_ADJ,ADJ_P,P_NP,N
427787,19723,ADJ,N,P,NP,WH,diplomatic,energy,on,Congress,when,ADJ_N,N_NP,NP_WH,P
427788,19723,N,P,NP,WH,DET,energy,on,Congress,when,the,N_P,P_WH,WH_DET,NP
