,sentence_num,t_i-2,t_i-1,t_i,t_i+1,t_i+2,w_i-2,w_i-1,w_i,w_i+1,w_i+2,"t_i-2,i-1","t_i-1,i+1","t_i+1,i+2",tag_prediction
446063,20537,N,:,``,PRO,VD,poem,:,``,They,brought,N_:,:_PRO,PRO_VD,``
446064,20537,:,``,PRO,VD,PRO,:,``,They,brought,me,:_``,``_VD,VD_PRO,PRO
446065,20537,``,PRO,VD,PRO,N,``,They,brought,me,news,``_PRO,PRO_PRO,PRO_N,VD
446066,20537,PRO,VD,PRO,N,CNJ,They,brought,me,news,that,PRO_VD,VD_N,N_CNJ,PRO
446067,20537,VD,PRO,N,CNJ,N,brought,me,news,that,Spring,VD_PRO,PRO_CNJ,CNJ_N,N
446068,20537,PRO,N,CNJ,N,V,me,news,that,Spring,is,PRO_N,N_N,N_V,DET
446069,20537,N,CNJ,N,V,P,news,that,Spring,is,in,N_CNJ,CNJ_V,V_P,N
446070,20537,CNJ,N,V,P,DET,that,Spring,is,in,the,CNJ_N,N_P,P_DET,V
446071,20537,N,V,P,DET,N,Spring,is,in,the,plains,N_V,V_DET,DET_N,P
446072,20537,V,P,DET,N,CNJ,is,in,the,plains,And,V_P,P_N,N_CNJ,DET
446073,20537,P,DET,N,CNJ,NP,in,the,plains,And,Ahmad's,P_DET,DET_CNJ,CNJ_NP,N
446074,20537,DET,N,CNJ,NP,N,the,plains,And,Ahmad's,blood,DET_N,N_NP,NP_N,CNJ
446075,20537,N,CNJ,NP,N,DET,plains,And,Ahmad's,blood,the,N_CNJ,CNJ_N,N_DET,DET
446076,20537,CNJ,NP,N,DET,ADJ,And,Ahmad's,blood,the,crimson,CNJ_NP,NP_DET,DET_ADJ,N
446077,20537,NP,N,DET,ADJ,N,Ahmad's,blood,the,crimson,tulip,NP_N,N_ADJ,ADJ_N,P
446078,20537,N,DET,ADJ,N,VBZ,blood,the,crimson,tulip,stains,N_DET,DET_N,N_VBZ,N
446079,20537,DET,ADJ,N,VBZ,.,the,crimson,tulip,stains,;,DET_ADJ,ADJ_VBZ,VBZ_.,N
446080,20537,ADJ,N,VBZ,.,.,crimson,tulip,stains,;,;,ADJ_N,N_.,._.,N
446081,20537,N,VBZ,.,.,end,tulip,stains,;,;,,N_VBZ,VBZ_.,._end,.
446082,20537,VBZ,.,.,end,end,stains,;,;,,,VBZ_.,._end,end_end,.
500277,22801,start,start,NP,NP,V,,,Mr.,Nehru,is,start_start,start_NP,NP_V,NP
500278,22801,start,NP,NP,V,VN,,Mr.,Nehru,is,subjected,start_NP,NP_V,V_VN,NP
500279,22801,NP,NP,V,VN,P,Mr.,Nehru,is,subjected,to,NP_NP,NP_VN,VN_P,V
500280,22801,NP,V,VN,P,ADJ,Nehru,is,subjected,to,stern,NP_V,V_P,P_ADJ,VN
500281,22801,V,VN,P,ADJ,N,is,subjected,to,stern,lectures,V_VN,VN_ADJ,ADJ_N,P
500282,22801,VN,P,ADJ,N,P,subjected,to,stern,lectures,on,VN_P,P_N,N_P,ADJ
500283,22801,P,ADJ,N,P,N,to,stern,lectures,on,neutralism,P_ADJ,ADJ_P,P_N,N
500284,22801,ADJ,N,P,N,P,stern,lectures,on,neutralism,by,ADJ_N,N_N,N_P,P
500285,22801,N,P,N,P,PRO,lectures,on,neutralism,by,our,N_P,P_P,P_PRO,N
500286,22801,P,N,P,PRO,N,on,neutralism,by,our,Department,P_N,N_PRO,PRO_N,P
500287,22801,N,P,PRO,N,P,neutralism,by,our,Department,of,N_P,P_N,N_P,DET
500288,22801,P,PRO,N,P,N,by,our,Department,of,State,P_PRO,PRO_P,P_N,N
500289,22801,PRO,N,P,N,",",our,Department,of,State,",",PRO_N,N_N,"N_,",P
500290,22801,N,P,N,",",CNJ,Department,of,State,",",and,N_P,"P_,",",_CNJ",N
500291,22801,P,N,",",CNJ,DET,of,State,",",and,an,P_N,N_CNJ,CNJ_DET,","
500292,22801,N,",",CNJ,DET,ADJ,State,",",and,an,American,"N_,",",_DET",DET_ADJ,CNJ
500293,22801,",",CNJ,DET,ADJ,N,",",and,an,American,President,",_CNJ",CNJ_ADJ,ADJ_N,DET
500294,22801,CNJ,DET,ADJ,N,VBZ,and,an,American,President,observes,CNJ_DET,DET_N,N_VBZ,ADJ
500295,22801,DET,ADJ,N,VBZ,ADV,an,American,President,observes,sourly,DET_ADJ,ADJ_VBZ,VBZ_ADV,N
500296,22801,ADJ,N,VBZ,ADV,CNJ,American,President,observes,sourly,that,ADJ_N,N_ADV,ADV_CNJ,VD
500297,22801,N,VBZ,ADV,CNJ,NP,President,observes,sourly,that,Sweden,N_VBZ,VBZ_CNJ,CNJ_NP,ADV
500298,22801,VBZ,ADV,CNJ,NP,MOD,observes,sourly,that,Sweden,would,VBZ_ADV,ADV_NP,NP_MOD,CNJ
500299,22801,ADV,CNJ,NP,MOD,V,sourly,that,Sweden,would,be,ADV_CNJ,CNJ_MOD,MOD_V,NP
500300,22801,CNJ,NP,MOD,V,DET,that,Sweden,would,be,a,CNJ_NP,NP_V,V_DET,MOD
500301,22801,NP,MOD,V,DET,DET,Sweden,would,be,a,little,NP_MOD,MOD_DET,DET_DET,V
500302,22801,MOD,V,DET,DET,DET,would,be,a,little,less,MOD_V,V_DET,DET_DET,DET
500303,22801,V,DET,DET,DET,ADJ,be,a,little,less,neurotic,V_DET,DET_DET,DET_ADJ,DET
500304,22801,DET,DET,DET,ADJ,CNJ,a,little,less,neurotic,if,DET_DET,DET_ADJ,ADJ_CNJ,DET
500305,22801,DET,DET,ADJ,CNJ,PRO,little,less,neurotic,if,it,DET_DET,DET_CNJ,CNJ_PRO,N
500306,22801,DET,ADJ,CNJ,PRO,V,less,neurotic,if,it,were,DET_ADJ,ADJ_PRO,PRO_V,CNJ
500307,22801,ADJ,CNJ,PRO,V,DET,neurotic,if,it,were,a,ADJ_CNJ,CNJ_V,V_DET,PRO
500308,22801,CNJ,PRO,V,DET,DET,if,it,were,a,little,CNJ_PRO,PRO_DET,DET_DET,V
500309,22801,PRO,V,DET,DET,DET,it,were,a,little,more,PRO_V,V_DET,DET_DET,DET
500310,22801,V,DET,DET,DET,ADJ,were,a,little,more,capitalistic,V_DET,DET_DET,DET_ADJ,DET
500311,22801,DET,DET,DET,ADJ,'',a,little,more,capitalistic,'',DET_DET,DET_ADJ,ADJ_'',DET
500312,22801,DET,DET,ADJ,'',.,little,more,capitalistic,'',.,DET_DET,DET_'',''_.,N
500313,22801,DET,ADJ,'',.,end,more,capitalistic,'',.,,DET_ADJ,ADJ_.,._end,''
500314,22801,ADJ,'',.,end,end,capitalistic,'',.,,,ADJ_'',''_end,end_end,.
514847,23406,start,start,CNJ,PRO,V,,,but,they,are,start_start,start_PRO,PRO_V,CNJ
514848,23406,start,CNJ,PRO,V,ADJ,,but,they,are,important,start_CNJ,CNJ_V,V_ADJ,PRO
514849,23406,CNJ,PRO,V,ADJ,N,but,they,are,important,foundation,CNJ_PRO,PRO_ADJ,ADJ_N,V
514850,23406,PRO,V,ADJ,N,N,they,are,important,foundation,stones,PRO_V,V_N,N_N,ADJ
514851,23406,V,ADJ,N,N,P,are,important,foundation,stones,for,V_ADJ,ADJ_N,N_P,N
514852,23406,ADJ,N,N,P,DET,important,foundation,stones,for,more,ADJ_N,N_P,P_DET,N
514853,23406,N,N,P,DET,ADJ,foundation,stones,for,more,extensive,N_N,N_DET,DET_ADJ,P
514854,23406,N,P,DET,ADJ,N,stones,for,more,extensive,exploration,N_P,P_ADJ,ADJ_N,DET
514855,23406,P,DET,ADJ,N,P,for,more,extensive,exploration,of,P_DET,DET_N,N_P,ADJ
514856,23406,DET,ADJ,N,P,ADJ,more,extensive,exploration,of,outer,DET_ADJ,ADJ_P,P_ADJ,N
514857,23406,ADJ,N,P,ADJ,N,extensive,exploration,of,outer,space,ADJ_N,N_ADJ,ADJ_N,P
514858,23406,N,P,ADJ,N,P,exploration,of,outer,space,for,N_P,P_N,N_P,ADJ
514859,23406,P,ADJ,N,P,DET,of,outer,space,for,the,P_ADJ,ADJ_P,P_DET,N
514860,23406,ADJ,N,P,DET,ADJ,outer,space,for,the,ultimate,ADJ_N,N_DET,DET_ADJ,P
514861,23406,N,P,DET,ADJ,N,space,for,the,ultimate,benefit,N_P,P_ADJ,ADJ_N,DET
514862,23406,P,DET,ADJ,N,P,for,the,ultimate,benefit,of,P_DET,DET_N,N_P,ADJ
514863,23406,DET,ADJ,N,P,DET,the,ultimate,benefit,of,all,DET_ADJ,ADJ_P,P_DET,N
514864,23406,ADJ,N,P,DET,N,ultimate,benefit,of,all,mankind,ADJ_N,N_DET,DET_N,P
514865,23406,N,P,DET,N,.,benefit,of,all,mankind,.,N_P,P_N,N_.,DET
514866,23406,P,DET,N,.,end,of,all,mankind,.,,P_DET,DET_.,._end,N
514867,23406,DET,N,.,end,end,all,mankind,.,,,DET_N,N_end,end_end,.
552067,25043,start,start,CNJ,DET,NUM,,,But,this,one,start_start,start_DET,DET_NUM,CNJ
552068,25043,start,CNJ,DET,NUM,V,,But,this,one,was,start_CNJ,CNJ_NUM,NUM_V,DET
552069,25043,CNJ,DET,NUM,V,.,But,this,one,was,.,CNJ_DET,DET_V,V_.,PRO
552070,25043,DET,NUM,V,.,end,this,one,was,.,,DET_NUM,NUM_.,._end,V
552071,25043,NUM,V,.,end,end,one,was,.,,,NUM_V,V_end,end_end,.
564709,25594,start,start,PRO,ADV,V,,,They,even,accept,start_start,start_ADV,ADV_V,PRO
564710,25594,start,PRO,ADV,V,DET,,They,even,accept,the,start_PRO,PRO_V,V_DET,V
564711,25594,PRO,ADV,V,DET,``,They,even,accept,the,``,PRO_ADV,ADV_DET,DET_``,V
564712,25594,ADV,V,DET,``,ADJ,even,accept,the,``,double,ADV_V,V_``,``_ADJ,DET
564713,25594,V,DET,``,ADJ,N,accept,the,``,double,standard,V_DET,DET_ADJ,ADJ_N,``
564714,25594,DET,``,ADJ,N,'',the,``,double,standard,'',DET_``,``_N,N_'',ADJ
564715,25594,``,ADJ,N,'',P,``,double,standard,'',of,``_ADJ,ADJ_'',''_P,N
564716,25594,ADJ,N,'',P,N,double,standard,'',of,sex,ADJ_N,N_P,P_N,N
564717,25594,N,'',P,N,N,standard,'',of,sex,morality,N_'',''_N,N_N,P
564718,25594,'',P,N,N,P,'',of,sex,morality,in,''_P,P_N,N_P,DET
564719,25594,P,N,N,P,DET,of,sex,morality,in,a,P_N,N_P,P_DET,N
564720,25594,N,N,P,DET,ADJ,sex,morality,in,a,double,N_N,N_DET,DET_ADJ,P
564721,25594,N,P,DET,ADJ,N,morality,in,a,double,sense,N_P,P_ADJ,ADJ_N,DET
564722,25594,P,DET,ADJ,N,",",in,a,double,sense,",",P_DET,DET_N,"N_,",ADJ
564723,25594,DET,ADJ,N,",",ADV,a,double,sense,",",i.e.,DET_ADJ,"ADJ_,",",_ADV",N
564724,25594,ADJ,N,",",ADV,",",double,sense,",",i.e.,",",ADJ_N,N_ADV,"ADV_,",","
564725,25594,N,",",ADV,",",DET,sense,",",i.e.,",",both,"N_,",",_,",",_DET",ADV
564726,25594,",",ADV,",",DET,N,",",i.e.,",",both,sexes,",_ADV",ADV_DET,DET_N,","
564727,25594,ADV,",",DET,N,V,i.e.,",",both,sexes,agree,"ADV_,",",_N",N_V,DET
564728,25594,",",DET,N,V,CNJ,",",both,sexes,agree,that,",_DET",DET_V,V_CNJ,N
564729,25594,DET,N,V,CNJ,N,both,sexes,agree,that,standards,DET_N,N_CNJ,CNJ_N,","
564730,25594,N,V,CNJ,N,P,sexes,agree,that,standards,for,N_V,V_N,N_P,DET
564731,25594,V,CNJ,N,P,N,agree,that,standards,for,men,V_CNJ,CNJ_P,P_N,N
564732,25594,CNJ,N,P,N,V,that,standards,for,men,differ,CNJ_N,N_N,N_V,P
564733,25594,N,P,N,V,P,standards,for,men,differ,from,N_P,P_V,V_P,N
564734,25594,P,N,V,P,N,for,men,differ,from,standards,P_N,N_P,P_N,V
564735,25594,N,V,P,N,P,men,differ,from,standards,for,N_V,V_N,N_P,P
564736,25594,V,P,N,P,N,differ,from,standards,for,women,V_P,P_P,P_N,N
564737,25594,P,N,P,N,",",from,standards,for,women,",",P_N,N_N,"N_,",P
564738,25594,N,P,N,",",CNJ,standards,for,women,",",and,N_P,"P_,",",_CNJ",N
564739,25594,P,N,",",CNJ,N,for,women,",",and,women,P_N,N_CNJ,CNJ_N,","
564740,25594,N,",",CNJ,N,V,women,",",and,women,apply,"N_,",",_N",N_V,CNJ
564741,25594,",",CNJ,N,V,P,",",and,women,apply,to,",_CNJ",CNJ_V,V_P,N
564742,25594,CNJ,N,V,P,DET,and,women,apply,to,both,CNJ_N,N_P,P_DET,V
564743,25594,N,V,P,DET,N,women,apply,to,both,sexes,N_V,V_DET,DET_N,P
564744,25594,V,P,DET,N,DET,apply,to,both,sexes,a,V_P,P_N,N_DET,DET
564745,25594,P,DET,N,DET,N,to,both,sexes,a,standard,P_DET,DET_DET,DET_N,N
564746,25594,DET,N,DET,N,ADJ,both,sexes,a,standard,different,DET_N,N_N,N_ADJ,P
564747,25594,N,DET,N,ADJ,P,sexes,a,standard,different,from,N_DET,DET_ADJ,ADJ_P,N
564748,25594,DET,N,ADJ,P,DET,a,standard,different,from,that,DET_N,N_P,P_DET,ADJ
564749,25594,N,ADJ,P,DET,VN,standard,different,from,that,held,N_ADJ,ADJ_DET,DET_VN,P
564750,25594,ADJ,P,DET,VN,P,different,from,that,held,by,ADJ_P,P_VN,VN_P,DET
564751,25594,P,DET,VN,P,N,from,that,held,by,men,P_DET,DET_P,P_N,VN
564752,25594,DET,VN,P,N,.,that,held,by,men,.,DET_VN,VN_N,N_.,P
564753,25594,VN,P,N,.,end,held,by,men,.,,VN_P,P_.,._end,N
564754,25594,P,N,.,end,end,by,men,.,,,P_N,N_end,end_end,.
590006,26512,start,start,PRO,ADJ,N,,,His,later,boastings,start_start,start_ADJ,ADJ_N,PRO
590007,26512,start,PRO,ADJ,N,P,,His,later,boastings,of,start_PRO,PRO_N,N_P,ADJ
590008,26512,PRO,ADJ,N,P,PRO,His,later,boastings,of,his,PRO_ADJ,ADJ_P,P_PRO,N
590009,26512,ADJ,N,P,PRO,N,later,boastings,of,his,skill,ADJ_N,N_PRO,PRO_N,P
590010,26512,N,P,PRO,N,P,boastings,of,his,skill,with,N_P,P_N,N_P,PRO
590011,26512,P,PRO,N,P,DET,of,his,skill,with,the,P_PRO,PRO_P,P_DET,N
590012,26512,PRO,N,P,DET,ADJ,his,skill,with,the,small,PRO_N,N_DET,DET_ADJ,P
590013,26512,N,P,DET,ADJ,N,skill,with,the,small,sword,N_P,P_ADJ,ADJ_N,DET
590014,26512,P,DET,ADJ,N,V,with,the,small,sword,are,P_DET,DET_N,N_V,ADJ
590015,26512,DET,ADJ,N,V,ADJ,the,small,sword,are,indicative,DET_ADJ,ADJ_V,V_ADJ,N
590016,26512,ADJ,N,V,ADJ,P,small,sword,are,indicative,of,ADJ_N,N_ADJ,ADJ_P,V
590017,26512,N,V,ADJ,P,DET,sword,are,indicative,of,much,N_V,V_P,P_DET,ADJ
590018,26512,V,ADJ,P,DET,N,are,indicative,of,much,time,V_ADJ,ADJ_DET,DET_N,P
590019,26512,ADJ,P,DET,N,CNJ,indicative,of,much,time,and,ADJ_P,P_N,N_CNJ,DET
590020,26512,P,DET,N,CNJ,N,of,much,time,and,practice,P_DET,DET_CNJ,CNJ_N,N
590021,26512,DET,N,CNJ,N,VN,much,time,and,practice,devoted,DET_N,N_N,N_VN,CNJ
590022,26512,N,CNJ,N,VN,P,time,and,practice,devoted,to,N_CNJ,CNJ_VN,VN_P,N
590023,26512,CNJ,N,VN,P,DET,and,practice,devoted,to,the,CNJ_N,N_P,P_DET,VD
590024,26512,N,VN,P,DET,N,practice,devoted,to,the,use,N_VN,VN_DET,DET_N,P
590025,26512,VN,P,DET,N,P,devoted,to,the,use,of,VN_P,P_N,N_P,DET
590026,26512,P,DET,N,P,DET,to,the,use,of,that,P_DET,DET_P,P_DET,N
590027,26512,DET,N,P,DET,N,the,use,of,that,weapon,DET_N,N_DET,DET_N,P
590028,26512,N,P,DET,N,.,use,of,that,weapon,.,N_P,P_N,N_.,DET
590029,26512,P,DET,N,.,end,of,that,weapon,.,,P_DET,DET_.,._end,N
590030,26512,DET,N,.,end,end,that,weapon,.,,,DET_N,N_end,end_end,.
591151,26547,start,start,ADV,PRO,V,,,Apparently,he,was,start_start,start_PRO,PRO_V,ADV
591152,26547,start,ADV,PRO,V,*,,Apparently,he,was,not,start_ADV,ADV_V,V_*,PRO
591153,26547,ADV,PRO,V,*,DET,Apparently,he,was,not,a,ADV_PRO,PRO_*,*_DET,V
591154,26547,PRO,V,*,DET,N,he,was,not,a,participant,PRO_V,V_DET,DET_N,*
591155,26547,V,*,DET,N,P,was,not,a,participant,in,V_*,*_N,N_P,DET
591156,26547,*,DET,N,P,DET,not,a,participant,in,the,*_DET,DET_P,P_DET,N
591157,26547,DET,N,P,DET,N,a,participant,in,the,college,DET_N,N_DET,DET_N,P
591158,26547,N,P,DET,N,CNJ,participant,in,the,college,or,N_P,P_N,N_CNJ,DET
591159,26547,P,DET,N,CNJ,N,in,the,college,or,university,P_DET,DET_CNJ,CNJ_N,N
591160,26547,DET,N,CNJ,N,N,the,college,or,university,theatricals,DET_N,N_N,N_N,CNJ
591161,26547,N,CNJ,N,N,",",college,or,university,theatricals,",",N_CNJ,CNJ_N,"N_,",N
591162,26547,CNJ,N,N,",",WH,or,university,theatricals,",",which,CNJ_N,"N_,",",_WH",N
591163,26547,N,N,",",WH,PRO,university,theatricals,",",which,he,N_N,N_WH,WH_PRO,","
591164,26547,N,",",WH,PRO,ADV,theatricals,",",which,he,once,"N_,",",_PRO",PRO_ADV,WH
591165,26547,",",WH,PRO,ADV,VD,",",which,he,once,attacked,",_WH",WH_ADV,ADV_VD,PRO
591166,26547,WH,PRO,ADV,VD,CNJ,which,he,once,attacked,as,WH_PRO,PRO_VD,VD_CNJ,ADV
591167,26547,PRO,ADV,VD,CNJ,DET,he,once,attacked,as,utterly,PRO_ADV,ADV_CNJ,CNJ_DET,VN
591168,26547,ADV,VD,CNJ,DET,ADJ,once,attacked,as,utterly,unworthy,ADV_VD,VD_DET,DET_ADJ,P
591169,26547,VD,CNJ,DET,ADJ,N,attacked,as,utterly,unworthy,performances,VD_CNJ,CNJ_ADJ,ADJ_N,DET
591170,26547,CNJ,DET,ADJ,N,(,as,utterly,unworthy,performances,(,CNJ_DET,DET_N,N_(,ADJ
591171,26547,DET,ADJ,N,(,V,utterly,unworthy,performances,(,see,DET_ADJ,ADJ_(,(_V,N
591172,26547,ADJ,N,(,V,N,unworthy,performances,(,see,Apology,ADJ_N,N_V,V_N,N
591173,26547,N,(,V,N,",",performances,(,see,Apology,",",N_(,(_N,"N_,",V
591174,26547,(,V,N,",",NUM,(,see,Apology,",",3:300,(_V,"V_,",",_NUM",N
591175,26547,V,N,",",NUM,),see,Apology,",",3:300,),V_N,N_NUM,NUM_),","
591176,26547,N,",",NUM,),.,Apology,",",3:300,),;,"N_,",",_)",)_.,N
591177,26547,",",NUM,),.,.,",",3:300,),;,;,",_NUM",NUM_.,._.,)
591178,26547,NUM,),.,.,end,3:300,),;,;,,NUM_),)_.,._end,.
591179,26547,),.,.,end,end,),;,;,,,)_.,._end,end_end,.
637665,28502,start,start,ADJ,N,V,,,Military,experts,say,start_start,start_N,N_V,ADJ
637666,28502,start,ADJ,N,V,DET,,Military,experts,say,a,start_ADJ,ADJ_V,V_DET,N
637667,28502,ADJ,N,V,DET,ADJ,Military,experts,say,a,tight,ADJ_N,N_DET,DET_ADJ,V
637668,28502,N,V,DET,ADJ,ADJ,experts,say,a,tight,naval,N_V,V_ADJ,ADJ_ADJ,DET
637669,28502,V,DET,ADJ,ADJ,N,say,a,tight,naval,blockade,V_DET,DET_ADJ,ADJ_N,ADJ
637670,28502,DET,ADJ,ADJ,N,P,a,tight,naval,blockade,off,DET_ADJ,ADJ_N,N_P,ADJ
637671,28502,ADJ,ADJ,N,P,ADJ,tight,naval,blockade,off,Cuban,ADJ_ADJ,ADJ_P,P_ADJ,N
637672,28502,ADJ,N,P,ADJ,N,naval,blockade,off,Cuban,ports,ADJ_N,N_ADJ,ADJ_N,P
637673,28502,N,P,ADJ,N,CNJ,blockade,off,Cuban,ports,and,N_P,P_N,N_CNJ,ADJ
637674,28502,P,ADJ,N,CNJ,P,off,Cuban,ports,and,at,P_ADJ,ADJ_CNJ,CNJ_P,N
637675,28502,ADJ,N,CNJ,P,DET,Cuban,ports,and,at,the,ADJ_N,N_P,P_DET,CNJ
637676,28502,N,CNJ,P,DET,N,ports,and,at,the,approaches,N_CNJ,CNJ_DET,DET_N,P
637677,28502,CNJ,P,DET,N,P,and,at,the,approaches,to,CNJ_P,P_N,N_P,DET
637678,28502,P,DET,N,P,ADJ,at,the,approaches,to,Cuban,P_DET,DET_P,P_ADJ,N
637679,28502,DET,N,P,ADJ,N,the,approaches,to,Cuban,waters,DET_N,N_ADJ,ADJ_N,P
637680,28502,N,P,ADJ,N,MOD,approaches,to,Cuban,waters,would,N_P,P_N,N_MOD,ADJ
637681,28502,P,ADJ,N,MOD,V,to,Cuban,waters,would,require,P_ADJ,ADJ_MOD,MOD_V,N
637682,28502,ADJ,N,MOD,V,NUM,Cuban,waters,would,require,two,ADJ_N,N_V,V_NUM,MOD
637683,28502,N,MOD,V,NUM,ADJ,waters,would,require,two,naval,N_MOD,MOD_NUM,NUM_ADJ,V
637684,28502,MOD,V,NUM,ADJ,N,would,require,two,naval,task,MOD_V,V_ADJ,ADJ_N,DET
637685,28502,V,NUM,ADJ,N,N,require,two,naval,task,forces,V_NUM,NUM_N,N_N,ADJ
637686,28502,NUM,ADJ,N,N,",",two,naval,task,forces,",",NUM_ADJ,ADJ_N,"N_,",N
637687,28502,ADJ,N,N,",",DET,naval,task,forces,",",each,ADJ_N,"N_,",",_DET",N
637688,28502,N,N,",",DET,VN,task,forces,",",each,built,N_N,N_DET,DET_VN,","
637689,28502,N,",",DET,VN,P,forces,",",each,built,around,"N_,",",_VN",VN_P,DET
637690,28502,",",DET,VN,P,DET,",",each,built,around,an,",_DET",DET_P,P_DET,VN
637691,28502,DET,VN,P,DET,N,each,built,around,an,aircraft,DET_VN,VN_DET,DET_N,P
637692,28502,VN,P,DET,N,N,built,around,an,aircraft,carrier,VN_P,P_N,N_N,DET
637693,28502,P,DET,N,N,P,around,an,aircraft,carrier,with,P_DET,DET_N,N_P,N
637694,28502,DET,N,N,P,DET,an,aircraft,carrier,with,a,DET_N,N_P,P_DET,N
637695,28502,N,N,P,DET,N,aircraft,carrier,with,a,complement,N_N,N_DET,DET_N,P
637696,28502,N,P,DET,N,P,carrier,with,a,complement,of,N_P,P_N,N_P,DET
637697,28502,P,DET,N,P,ADV,with,a,complement,of,about,P_DET,DET_P,P_ADV,N
637698,28502,DET,N,P,ADV,NUM,a,complement,of,about,100,DET_N,N_ADV,ADV_NUM,P
637699,28502,N,P,ADV,NUM,N,complement,of,about,100,planes,N_P,P_NUM,NUM_N,P
637700,28502,P,ADV,NUM,N,CNJ,of,about,100,planes,and,P_ADV,ADV_N,N_CNJ,NUM
637701,28502,ADV,NUM,N,CNJ,DET,about,100,planes,and,several,ADV_NUM,NUM_CNJ,CNJ_DET,N
637702,28502,NUM,N,CNJ,DET,N,100,planes,and,several,destroyers,NUM_N,N_DET,DET_N,P
637703,28502,N,CNJ,DET,N,.,planes,and,several,destroyers,.,N_CNJ,CNJ_N,N_.,DET
637704,28502,CNJ,DET,N,.,end,and,several,destroyers,.,,CNJ_DET,DET_.,._end,N
637705,28502,DET,N,.,end,end,several,destroyers,.,,,DET_N,N_end,end_end,.
660331,29453,start,start,DET,DET,N,,,The,same,restrictions,start_start,start_DET,DET_N,DET
660332,29453,start,DET,DET,N,V,,The,same,restrictions,apply,start_DET,DET_N,N_V,DET
660333,29453,DET,DET,N,V,P,The,same,restrictions,apply,after,DET_DET,DET_V,V_P,N
660334,29453,DET,N,V,P,ADJ,same,restrictions,apply,after,local,DET_N,N_P,P_ADJ,V
660335,29453,N,V,P,ADJ,N,restrictions,apply,after,local,sunset,N_V,V_ADJ,ADJ_N,P
660336,29453,V,P,ADJ,N,P,apply,after,local,sunset,in,V_P,P_N,N_P,ADJ
660337,29453,P,ADJ,N,P,DET,after,local,sunset,in,the,P_ADJ,ADJ_P,P_DET,N
660338,29453,ADJ,N,P,DET,N,local,sunset,in,the,case,ADJ_N,N_DET,DET_N,P
660339,29453,N,P,DET,N,P,sunset,in,the,case,of,N_P,P_N,N_P,DET
660340,29453,P,DET,N,P,N,in,the,case,of,class,P_DET,DET_P,P_N,N
660341,29453,DET,N,P,N,NUM,the,case,of,class,3,DET_N,N_N,N_NUM,P
660342,29453,N,P,N,NUM,",",case,of,class,3,",",N_P,P_NUM,"NUM_,",N
660343,29453,P,N,NUM,",",N,of,class,3,",",stations,P_N,"N_,",",_N",NUM
660344,29453,N,NUM,",",N,VG,class,3,",",stations,operating,N_NUM,NUM_N,N_VG,","
660345,29453,NUM,",",N,VG,P,3,",",stations,operating,on,"NUM_,",",_VG",VG_P,N
660346,29453,",",N,VG,P,ADJ,",",stations,operating,on,regional,",_N",N_P,P_ADJ,VG
660347,29453,N,VG,P,ADJ,N,stations,operating,on,regional,channels,N_VG,VG_ADJ,ADJ_N,P
660348,29453,VG,P,ADJ,N,",",operating,on,regional,channels,",",VG_P,P_N,"N_,",ADJ
660349,29453,P,ADJ,N,",",WH,on,regional,channels,",",which,P_ADJ,"ADJ_,",",_WH",N
660350,29453,ADJ,N,",",WH,P,regional,channels,",",which,after,ADJ_N,N_WH,WH_P,","
660351,29453,N,",",WH,P,DET,channels,",",which,after,that,"N_,",",_P",P_DET,WH
660352,29453,",",WH,P,DET,N,",",which,after,that,time,",_WH",WH_DET,DET_N,P
660353,29453,WH,P,DET,N,V,which,after,that,time,are,WH_P,P_N,N_V,DET
660354,29453,P,DET,N,V,VN,after,that,time,are,required,P_DET,DET_V,V_VN,N
660355,29453,DET,N,V,VN,TO,that,time,are,required,to,DET_N,N_VN,VN_TO,V
660356,29453,N,V,VN,TO,V,time,are,required,to,operate,N_V,V_TO,TO_V,VN
660357,29453,V,VN,TO,V,P,are,required,to,operate,under,V_VN,VN_V,V_P,TO
660358,29453,VN,TO,V,P,ADJ,required,to,operate,under,nighttime,VN_TO,TO_P,P_ADJ,V
660359,29453,TO,V,P,ADJ,N,to,operate,under,nighttime,restrictions,TO_V,V_ADJ,ADJ_N,P
660360,29453,V,P,ADJ,N,P,operate,under,nighttime,restrictions,in,V_P,P_N,N_P,ADJ
660361,29453,P,ADJ,N,P,N,under,nighttime,restrictions,in,order,P_ADJ,ADJ_P,P_N,N
660362,29453,ADJ,N,P,N,TO,nighttime,restrictions,in,order,to,ADJ_N,N_N,N_TO,P
660363,29453,N,P,N,TO,V,restrictions,in,order,to,protect,N_P,P_TO,TO_V,N
660364,29453,P,N,TO,V,DET,in,order,to,protect,each,P_N,N_V,V_DET,TO
660365,29453,N,TO,V,DET,DET,order,to,protect,each,other,N_TO,TO_DET,DET_DET,V
660366,29453,TO,V,DET,DET,.,to,protect,each,other,.,TO_V,V_DET,DET_.,DET
660367,29453,V,DET,DET,.,end,protect,each,other,.,,V_DET,DET_.,._end,DET
660368,29453,DET,DET,.,end,end,each,other,.,,,DET_DET,DET_end,end_end,.
673133,29993,start,start,DET,NP,ADJ,,,The,Carleton,Social,start_start,start_NP,NP_ADJ,DET
673134,29993,start,DET,NP,ADJ,N,,The,Carleton,Social,Co-operative,start_DET,DET_ADJ,ADJ_N,NP
