,sentence_num,t_i-2,t_i-1,t_i,t_i+1,t_i+2,w_i-2,w_i-1,w_i,w_i+1,w_i+2,"t_i-2,i-1","t_i-1,i+1","t_i+1,i+2",tag_prediction
574638,25945,NP,VD,ADJ,N,ADV,Britain,received,Germanic,settlers,conspicuously,NP_VD,VD_N,N_ADV,
574639,25945,VD,ADJ,N,ADV,ADV,received,Germanic,settlers,conspicuously,earlier,VD_ADJ,ADJ_ADV,ADV_ADV,
574640,25945,ADJ,N,ADV,ADV,CNJ,Germanic,settlers,conspicuously,earlier,than,ADJ_N,N_ADV,ADV_CNJ,
574641,25945,N,ADV,ADV,CNJ,DET,settlers,conspicuously,earlier,than,some,N_ADV,ADV_CNJ,CNJ_DET,
574642,25945,ADV,ADV,CNJ,DET,DET,conspicuously,earlier,than,some,other,ADV_ADV,ADV_DET,DET_DET,
574643,25945,ADV,CNJ,DET,DET,N,earlier,than,some,other,parts,ADV_CNJ,CNJ_DET,DET_N,
574644,25945,CNJ,DET,DET,N,P,than,some,other,parts,of,CNJ_DET,DET_N,N_P,
574645,25945,DET,DET,N,P,NP,some,other,parts,of,England,DET_DET,DET_P,P_NP,
574646,25945,DET,N,P,NP,.,other,parts,of,England,.,DET_N,N_NP,NP_.,
574647,25945,N,P,NP,.,end,parts,of,England,.,,N_P,P_.,._end,
574648,25945,P,NP,.,end,end,of,England,.,,,P_NP,NP_end,end_end,
577639,26058,start,start,PRO,V,P,,,We,see,at,start_start,start_V,V_P,
577640,26058,start,PRO,V,P,ADV,,We,see,at,once,start_PRO,PRO_P,P_ADV,
577641,26058,PRO,V,P,ADV,WH,We,see,at,once,what,PRO_V,V_ADV,ADV_WH,
577642,26058,V,P,ADV,WH,NP,see,at,once,what,Victor,V_P,P_WH,WH_NP,
577643,26058,P,ADV,WH,NP,NP,at,once,what,Victor,Hugo,P_ADV,ADV_NP,NP_NP,
577644,26058,ADV,WH,NP,NP,VBZ,once,what,Victor,Hugo,means,ADV_WH,WH_NP,NP_VBZ,
577645,26058,WH,NP,NP,VBZ,WH,what,Victor,Hugo,means,when,WH_NP,NP_VBZ,VBZ_WH,
577646,26058,NP,NP,VBZ,WH,PRO,Victor,Hugo,means,when,he,NP_NP,NP_WH,WH_PRO,
577647,26058,NP,VBZ,WH,PRO,VBZ,Hugo,means,when,he,calls,NP_VBZ,VBZ_PRO,PRO_VBZ,
577648,26058,VBZ,WH,PRO,VBZ,NP,means,when,he,calls,Macbeth,VBZ_WH,WH_VBZ,VBZ_NP,
577649,26058,WH,PRO,VBZ,NP,DET,when,he,calls,Macbeth,a,WH_PRO,PRO_NP,NP_DET,
577650,26058,PRO,VBZ,NP,DET,ADJ,he,calls,Macbeth,a,northern,PRO_VBZ,VBZ_DET,DET_ADJ,
577651,26058,VBZ,NP,DET,ADJ,N,calls,Macbeth,a,northern,scion,VBZ_NP,NP_ADJ,ADJ_N,
577652,26058,NP,DET,ADJ,N,P,Macbeth,a,northern,scion,of,NP_DET,DET_N,N_P,
577653,26058,DET,ADJ,N,P,DET,a,northern,scion,of,the,DET_ADJ,ADJ_P,P_DET,
577654,26058,ADJ,N,P,DET,N,northern,scion,of,the,house,ADJ_N,N_DET,DET_N,
577655,26058,N,P,DET,N,P,scion,of,the,house,of,N_P,P_N,N_P,
577656,26058,P,DET,N,P,NP,of,the,house,of,Atreus,P_DET,DET_P,P_NP,
577657,26058,DET,N,P,NP,.,the,house,of,Atreus,.,DET_N,N_NP,NP_.,
577658,26058,N,P,NP,.,end,house,of,Atreus,.,,N_P,P_.,._end,
577659,26058,P,NP,.,end,end,of,Atreus,.,,,P_NP,NP_end,end_end,
578384,26101,start,start,N,CNJ,N,,,Princes,and,factions,start_start,start_CNJ,CNJ_N,
578385,26101,start,N,CNJ,N,VD,,Princes,and,factions,clashed,start_N,N_N,N_VD,
578386,26101,N,CNJ,N,VD,P,Princes,and,factions,clashed,in,N_CNJ,CNJ_VD,VD_P,
578387,26101,CNJ,N,VD,P,DET,and,factions,clashed,in,the,CNJ_N,N_P,P_DET,
578388,26101,N,VD,P,DET,ADJ,factions,clashed,in,the,open,N_VD,VD_DET,DET_ADJ,
578389,26101,VD,P,DET,ADJ,N,clashed,in,the,open,street,VD_P,P_ADJ,ADJ_N,
578390,26101,P,DET,ADJ,N,CNJ,in,the,open,street,and,P_DET,DET_N,N_CNJ,
578391,26101,DET,ADJ,N,CNJ,VD,the,open,street,and,died,DET_ADJ,ADJ_CNJ,CNJ_VD,
578392,26101,ADJ,N,CNJ,VD,P,open,street,and,died,on,ADJ_N,N_VD,VD_P,
578393,26101,N,CNJ,VD,P,DET,street,and,died,on,the,N_CNJ,CNJ_P,P_DET,
578394,26101,CNJ,VD,P,DET,ADJ,and,died,on,the,open,CNJ_VD,VD_DET,DET_ADJ,
578395,26101,VD,P,DET,ADJ,N,died,on,the,open,scaffold,VD_P,P_ADJ,ADJ_N,
578396,26101,P,DET,ADJ,N,.,on,the,open,scaffold,.,P_DET,DET_N,N_.,
578397,26101,DET,ADJ,N,.,end,the,open,scaffold,.,,DET_ADJ,ADJ_.,._end,
578398,26101,ADJ,N,.,end,end,open,scaffold,.,,,ADJ_N,N_end,end_end,
579018,26128,start,start,PRO,V,ADJ,,,They,become,philosophic,start_start,start_V,V_ADJ,
579019,26128,start,PRO,V,ADJ,N,,They,become,philosophic,abstractions,start_PRO,PRO_ADJ,ADJ_N,
579020,26128,PRO,V,ADJ,N,P,They,become,philosophic,abstractions,of,PRO_V,V_N,N_P,
579021,26128,V,ADJ,N,P,DET,become,philosophic,abstractions,of,a,V_ADJ,ADJ_P,P_DET,
579022,26128,ADJ,N,P,DET,ADJ,philosophic,abstractions,of,a,private,ADJ_N,N_DET,DET_ADJ,
579023,26128,N,P,DET,ADJ,CNJ,abstractions,of,a,private,and,N_P,P_ADJ,ADJ_CNJ,
579024,26128,P,DET,ADJ,CNJ,ADJ,of,a,private,and,problematic,P_DET,DET_CNJ,CNJ_ADJ,
579025,26128,DET,ADJ,CNJ,ADJ,N,a,private,and,problematic,relevance,DET_ADJ,ADJ_ADJ,ADJ_N,
579026,26128,ADJ,CNJ,ADJ,N,",",private,and,problematic,relevance,",",ADJ_CNJ,CNJ_N,"N_,",
579027,26128,CNJ,ADJ,N,",",CNJ,and,problematic,relevance,",",or,CNJ_ADJ,"ADJ_,",",_CNJ",
579028,26128,ADJ,N,",",CNJ,ADJ,problematic,relevance,",",or,mere,ADJ_N,N_CNJ,CNJ_ADJ,
579029,26128,N,",",CNJ,ADJ,N,relevance,",",or,mere,catchwords,"N_,",",_ADJ",ADJ_N,
579030,26128,",",CNJ,ADJ,N,P,",",or,mere,catchwords,in,",_CNJ",CNJ_N,N_P,
579031,26128,CNJ,ADJ,N,P,ADJ,or,mere,catchwords,in,religious,CNJ_ADJ,ADJ_P,P_ADJ,
579032,26128,ADJ,N,P,ADJ,N,mere,catchwords,in,religious,customs,ADJ_N,N_ADJ,ADJ_N,
579033,26128,N,P,ADJ,N,WH,catchwords,in,religious,customs,which,N_P,P_N,N_WH,
579034,26128,P,ADJ,N,WH,V,in,religious,customs,which,had,P_ADJ,ADJ_WH,WH_V,
579035,26128,ADJ,N,WH,V,P,religious,customs,which,had,in,ADJ_N,N_V,V_P,
579036,26128,N,WH,V,P,PRO,customs,which,had,in,them,N_WH,WH_P,P_PRO,
579037,26128,WH,V,P,PRO,DET,which,had,in,them,a,WH_V,V_PRO,PRO_DET,
579038,26128,V,P,PRO,DET,VG,had,in,them,a,diminishing,V_P,P_DET,DET_VG,
579039,26128,P,PRO,DET,VG,N,in,them,a,diminishing,part,P_PRO,PRO_VG,VG_N,
579040,26128,PRO,DET,VG,N,P,them,a,diminishing,part,of,PRO_DET,DET_N,N_P,
579041,26128,DET,VG,N,P,ADJ,a,diminishing,part,of,active,DET_VG,VG_P,P_ADJ,
579042,26128,VG,N,P,ADJ,N,diminishing,part,of,active,belief,VG_N,N_ADJ,ADJ_N,
579043,26128,N,P,ADJ,N,.,part,of,active,belief,.,N_P,P_N,N_.,
579044,26128,P,ADJ,N,.,end,of,active,belief,.,,P_ADJ,ADJ_.,._end,
579045,26128,ADJ,N,.,end,end,active,belief,.,,,ADJ_N,N_end,end_end,
584372,26321,start,start,NP,V,V,,,Victor,had,been,start_start,start_V,V_V,
584373,26321,start,NP,V,V,VN,,Victor,had,been,stirred,start_NP,NP_V,V_VN,
584374,26321,NP,V,V,VN,P,Victor,had,been,stirred,by,NP_V,V_VN,VN_P,
584375,26321,V,V,VN,P,PRO,had,been,stirred,by,my,V_V,V_P,P_PRO,
584376,26321,V,VN,P,PRO,N,been,stirred,by,my,account,V_VN,VN_PRO,PRO_N,
584377,26321,VN,P,PRO,N,P,stirred,by,my,account,of,VN_P,P_N,N_P,
584378,26321,P,PRO,N,P,PRO,by,my,account,of,him,P_PRO,PRO_P,P_PRO,
584379,26321,PRO,N,P,PRO,P,my,account,of,him,in,PRO_N,N_PRO,PRO_P,
584380,26321,N,P,PRO,P,N,account,of,him,in,Makers,N_P,P_P,P_N,
584381,26321,P,PRO,P,N,CNJ,of,him,in,Makers,And,P_PRO,PRO_N,N_CNJ,
584382,26321,PRO,P,N,CNJ,N,him,in,Makers,And,Finders,PRO_P,P_CNJ,CNJ_N,
584383,26321,P,N,CNJ,N,",",in,Makers,And,Finders,",",P_N,N_N,"N_,",
584384,26321,N,CNJ,N,",",CNJ,Makers,And,Finders,",",for,N_CNJ,"CNJ_,",",_CNJ",
584385,26321,CNJ,N,",",CNJ,NP,And,Finders,",",for,Stephens,CNJ_N,N_CNJ,CNJ_NP,
584386,26321,N,",",CNJ,NP,V,Finders,",",for,Stephens,was,"N_,",",_NP",NP_V,
584387,26321,",",CNJ,NP,V,NUM,",",for,Stephens,was,one,",_CNJ",CNJ_V,V_NUM,
584388,26321,CNJ,NP,V,NUM,P,for,Stephens,was,one,of,CNJ_NP,NP_NUM,NUM_P,
584389,26321,NP,V,NUM,P,DET,Stephens,was,one,of,the,NP_V,V_P,P_DET,
584390,26321,V,NUM,P,DET,VN,was,one,of,the,lost,V_NUM,NUM_DET,DET_VN,
584391,26321,NUM,P,DET,VN,N,one,of,the,lost,writers,NUM_P,P_VN,VN_N,
584392,26321,P,DET,VN,N,WH,of,the,lost,writers,whom,P_DET,DET_N,N_WH,
584393,26321,DET,VN,N,WH,NP,the,lost,writers,whom,Melville,DET_VN,VN_WH,WH_NP,
584394,26321,VN,N,WH,NP,V,lost,writers,whom,Melville,had,VN_N,N_NP,NP_V,
584395,26321,N,WH,NP,V,VN,writers,whom,Melville,had,seen,N_WH,WH_V,V_VN,
584396,26321,WH,NP,V,VN,P,whom,Melville,had,seen,in,WH_NP,NP_VN,VN_P,
584397,26321,NP,V,VN,P,PRO,Melville,had,seen,in,his,NP_V,V_P,P_PRO,
584398,26321,V,VN,P,PRO,N,had,seen,in,his,childhood,V_VN,VN_PRO,PRO_N,
584399,26321,VN,P,PRO,N,CNJ,seen,in,his,childhood,and,VN_P,P_N,N_CNJ,
584400,26321,P,PRO,N,CNJ,WH,in,his,childhood,and,whom,P_PRO,PRO_CNJ,CNJ_WH,
584401,26321,PRO,N,CNJ,WH,PRO,his,childhood,and,whom,I,PRO_N,N_WH,WH_PRO,
584402,26321,N,CNJ,WH,PRO,V,childhood,and,whom,I,was,N_CNJ,CNJ_PRO,PRO_V,
584403,26321,CNJ,WH,PRO,V,VN,and,whom,I,was,bent,CNJ_WH,WH_V,V_VN,
584404,26321,WH,PRO,V,VN,P,whom,I,was,bent,on,WH_PRO,PRO_VN,VN_P,
584405,26321,PRO,V,VN,P,VG,I,was,bent,on,resurrecting,PRO_V,V_P,P_VG,
584406,26321,V,VN,P,VG,.,was,bent,on,resurrecting,.,V_VN,VN_VG,VG_.,
584407,26321,VN,P,VG,.,end,bent,on,resurrecting,.,,VN_P,P_.,._end,
584408,26321,P,VG,.,end,end,on,resurrecting,.,,,P_VG,VG_end,end_end,
590006,26512,start,start,PRO,ADJ,N,,,His,later,boastings,start_start,start_ADJ,ADJ_N,
590007,26512,start,PRO,ADJ,N,P,,His,later,boastings,of,start_PRO,PRO_N,N_P,
590008,26512,PRO,ADJ,N,P,PRO,His,later,boastings,of,his,PRO_ADJ,ADJ_P,P_PRO,
590009,26512,ADJ,N,P,PRO,N,later,boastings,of,his,skill,ADJ_N,N_PRO,PRO_N,
590010,26512,N,P,PRO,N,P,boastings,of,his,skill,with,N_P,P_N,N_P,
590011,26512,P,PRO,N,P,DET,of,his,skill,with,the,P_PRO,PRO_P,P_DET,
590012,26512,PRO,N,P,DET,ADJ,his,skill,with,the,small,PRO_N,N_DET,DET_ADJ,
590013,26512,N,P,DET,ADJ,N,skill,with,the,small,sword,N_P,P_ADJ,ADJ_N,
590014,26512,P,DET,ADJ,N,V,with,the,small,sword,are,P_DET,DET_N,N_V,
590015,26512,DET,ADJ,N,V,ADJ,the,small,sword,are,indicative,DET_ADJ,ADJ_V,V_ADJ,
590016,26512,ADJ,N,V,ADJ,P,small,sword,are,indicative,of,ADJ_N,N_ADJ,ADJ_P,
590017,26512,N,V,ADJ,P,DET,sword,are,indicative,of,much,N_V,V_P,P_DET,
590018,26512,V,ADJ,P,DET,N,are,indicative,of,much,time,V_ADJ,ADJ_DET,DET_N,
590019,26512,ADJ,P,DET,N,CNJ,indicative,of,much,time,and,ADJ_P,P_N,N_CNJ,
590020,26512,P,DET,N,CNJ,N,of,much,time,and,practice,P_DET,DET_CNJ,CNJ_N,
590021,26512,DET,N,CNJ,N,VN,much,time,and,practice,devoted,DET_N,N_N,N_VN,
590022,26512,N,CNJ,N,VN,P,time,and,practice,devoted,to,N_CNJ,CNJ_VN,VN_P,
590023,26512,CNJ,N,VN,P,DET,and,practice,devoted,to,the,CNJ_N,N_P,P_DET,
590024,26512,N,VN,P,DET,N,practice,devoted,to,the,use,N_VN,VN_DET,DET_N,
590025,26512,VN,P,DET,N,P,devoted,to,the,use,of,VN_P,P_N,N_P,
590026,26512,P,DET,N,P,DET,to,the,use,of,that,P_DET,DET_P,P_DET,
590027,26512,DET,N,P,DET,N,the,use,of,that,weapon,DET_N,N_DET,DET_N,
590028,26512,N,P,DET,N,.,use,of,that,weapon,.,N_P,P_N,N_.,
590029,26512,P,DET,N,.,end,of,that,weapon,.,,P_DET,DET_.,._end,
590030,26512,DET,N,.,end,end,that,weapon,.,,,DET_N,N_end,end_end,
591151,26547,start,start,ADV,PRO,V,,,Apparently,he,was,start_start,start_PRO,PRO_V,
591152,26547,start,ADV,PRO,V,*,,Apparently,he,was,not,start_ADV,ADV_V,V_*,
591153,26547,ADV,PRO,V,*,DET,Apparently,he,was,not,a,ADV_PRO,PRO_*,*_DET,
591154,26547,PRO,V,*,DET,N,he,was,not,a,participant,PRO_V,V_DET,DET_N,
591155,26547,V,*,DET,N,P,was,not,a,participant,in,V_*,*_N,N_P,
591156,26547,*,DET,N,P,DET,not,a,participant,in,the,*_DET,DET_P,P_DET,
591157,26547,DET,N,P,DET,N,a,participant,in,the,college,DET_N,N_DET,DET_N,
591158,26547,N,P,DET,N,CNJ,participant,in,the,college,or,N_P,P_N,N_CNJ,
591159,26547,P,DET,N,CNJ,N,in,the,college,or,university,P_DET,DET_CNJ,CNJ_N,
591160,26547,DET,N,CNJ,N,N,the,college,or,university,theatricals,DET_N,N_N,N_N,
591161,26547,N,CNJ,N,N,",",college,or,university,theatricals,",",N_CNJ,CNJ_N,"N_,",
591162,26547,CNJ,N,N,",",WH,or,university,theatricals,",",which,CNJ_N,"N_,",",_WH",
591163,26547,N,N,",",WH,PRO,university,theatricals,",",which,he,N_N,N_WH,WH_PRO,
591164,26547,N,",",WH,PRO,ADV,theatricals,",",which,he,once,"N_,",",_PRO",PRO_ADV,
591165,26547,",",WH,PRO,ADV,VD,",",which,he,once,attacked,",_WH",WH_ADV,ADV_VD,
591166,26547,WH,PRO,ADV,VD,CNJ,which,he,once,attacked,as,WH_PRO,PRO_VD,VD_CNJ,
591167,26547,PRO,ADV,VD,CNJ,DET,he,once,attacked,as,utterly,PRO_ADV,ADV_CNJ,CNJ_DET,
591168,26547,ADV,VD,CNJ,DET,ADJ,once,attacked,as,utterly,unworthy,ADV_VD,VD_DET,DET_ADJ,
591169,26547,VD,CNJ,DET,ADJ,N,attacked,as,utterly,unworthy,performances,VD_CNJ,CNJ_ADJ,ADJ_N,
591170,26547,CNJ,DET,ADJ,N,(,as,utterly,unworthy,performances,(,CNJ_DET,DET_N,N_(,
591171,26547,DET,ADJ,N,(,V,utterly,unworthy,performances,(,see,DET_ADJ,ADJ_(,(_V,
591172,26547,ADJ,N,(,V,N,unworthy,performances,(,see,Apology,ADJ_N,N_V,V_N,
591173,26547,N,(,V,N,",",performances,(,see,Apology,",",N_(,(_N,"N_,",
591174,26547,(,V,N,",",NUM,(,see,Apology,",",3:300,(_V,"V_,",",_NUM",
591175,26547,V,N,",",NUM,),see,Apology,",",3:300,),V_N,N_NUM,NUM_),
591176,26547,N,",",NUM,),.,Apology,",",3:300,),;,"N_,",",_)",)_.,
591177,26547,",",NUM,),.,.,",",3:300,),;,;,",_NUM",NUM_.,._.,
591178,26547,NUM,),.,.,end,3:300,),;,;,,NUM_),)_.,._end,
591179,26547,),.,.,end,end,),;,;,,,)_.,._end,end_end,
600634,26859,start,start,CNJ,DET,ADV,,,But,the,best,start_start,start_DET,DET_ADV,
600635,26859,start,CNJ,DET,ADV,VN,,But,the,best,known,start_CNJ,CNJ_ADV,ADV_VN,
600636,26859,CNJ,DET,ADV,VN,N,But,the,best,known,exploiters,CNJ_DET,DET_VN,VN_N,
600637,26859,DET,ADV,VN,N,P,the,best,known,exploiters,of,DET_ADV,ADV_N,N_P,
600638,26859,ADV,VN,N,P,DET,best,known,exploiters,of,the,ADV_VN,VN_P,P_DET,
600639,26859,VN,N,P,DET,ADJ,known,exploiters,of,the,new,VN_N,N_DET,DET_ADJ,
600640,26859,N,P,DET,ADJ,N,exploiters,of,the,new,medium,N_P,P_ADJ,ADJ_N,
600641,26859,P,DET,ADJ,N,V,of,the,new,medium,are,P_DET,DET_N,N_V,
600642,26859,DET,ADJ,N,V,NP,the,new,medium,are,Kenneth,DET_ADJ,ADJ_V,V_NP,
600643,26859,ADJ,N,V,NP,NP,new,medium,are,Kenneth,Rexroth,ADJ_N,N_NP,NP_NP,
600644,26859,N,V,NP,NP,CNJ,medium,are,Kenneth,Rexroth,and,N_V,V_NP,NP_CNJ,
600645,26859,V,NP,NP,CNJ,NP,are,Kenneth,Rexroth,and,Kenneth,V_NP,NP_CNJ,CNJ_NP,
600646,26859,NP,NP,CNJ,NP,NP,Kenneth,Rexroth,and,Kenneth,Patchen,NP_NP,NP_NP,NP_NP,
600647,26859,NP,CNJ,NP,NP,.,Rexroth,and,Kenneth,Patchen,.,NP_CNJ,CNJ_NP,NP_.,
600648,26859,CNJ,NP,NP,.,end,and,Kenneth,Patchen,.,,CNJ_NP,NP_.,._end,
600649,26859,NP,NP,.,end,end,Kenneth,Patchen,.,,,NP_NP,NP_end,end_end,
611847,27411,start,start,DET,ADV,",",,,More,importantly,",",start_start,start_ADV,"ADV_,",
611848,27411,start,DET,ADV,",",DET,,More,importantly,",",several,start_DET,"DET_,",",_DET",
611849,27411,DET,ADV,",",DET,P,More,importantly,",",several,of,DET_ADV,ADV_DET,DET_P,
611850,27411,ADV,",",DET,P,DET,importantly,",",several,of,the,"ADV_,",",_P",P_DET,
611851,27411,",",DET,P,DET,DET,",",several,of,the,more,",_DET",DET_DET,DET_DET,
611852,27411,DET,P,DET,DET,VN,several,of,the,more,advanced,DET_P,P_DET,DET_VN,
611853,27411,P,DET,DET,VN,P,of,the,more,advanced,of,P_DET,DET_VN,VN_P,
611854,27411,DET,DET,VN,P,DET,the,more,advanced,of,the,DET_DET,DET_P,P_DET,
611855,27411,DET,VN,P,DET,DET,more,advanced,of,the,less,DET_VN,VN_DET,DET_DET,
611856,27411,VN,P,DET,DET,VN,advanced,of,the,less,developed,VN_P,P_DET,DET_VN,
611857,27411,P,DET,DET,VN,N,of,the,less,developed,countries,P_DET,DET_VN,VN_N,
611858,27411,DET,DET,VN,N,V,the,less,developed,countries,have,DET_DET,DET_N,N_V,
611859,27411,DET,VN,N,V,VN,less,developed,countries,have,found,DET_VN,VN_V,V_VN,
611860,27411,VN,N,V,VN,P,developed,countries,have,found,through,VN_N,N_VN,VN_P,
611861,27411,N,V,VN,P,N,countries,have,found,through,experience,N_V,V_P,P_N,
611862,27411,V,VN,P,N,CNJ,have,found,through,experience,that,V_VN,VN_N,N_CNJ,
611863,27411,VN,P,N,CNJ,PRO,found,through,experience,that,they,VN_P,P_CNJ,CNJ_PRO,
611864,27411,P,N,CNJ,PRO,MOD,through,experience,that,they,must,P_N,N_PRO,PRO_MOD,
611865,27411,N,CNJ,PRO,MOD,V,experience,that,they,must,plan,N_CNJ,CNJ_MOD,MOD_V,
611866,27411,CNJ,PRO,MOD,V,PRO,that,they,must,plan,their,CNJ_PRO,PRO_V,V_PRO,
611867,27411,PRO,MOD,V,PRO,ADJ,they,must,plan,their,own,PRO_MOD,MOD_PRO,PRO_ADJ,
611868,27411,MOD,V,PRO,ADJ,ADJ,must,plan,their,own,complex,MOD_V,V_ADJ,ADJ_ADJ,
611869,27411,V,PRO,ADJ,ADJ,N,plan,their,own,complex,investment,V_PRO,PRO_ADJ,ADJ_N,
611870,27411,PRO,ADJ,ADJ,N,N,their,own,complex,investment,programs,PRO_ADJ,ADJ_N,N_N,
611871,27411,ADJ,ADJ,N,N,P,own,complex,investment,programs,for,ADJ_ADJ,ADJ_N,N_P,
611872,27411,ADJ,N,N,P,P,complex,investment,programs,for,at,ADJ_N,N_P,P_P,
611873,27411,N,N,P,P,DET,investment,programs,for,at,least,N_N,N_P,P_DET,
611874,27411,N,P,P,DET,NUM,programs,for,at,least,5,N_P,P_DET,DET_NUM,
611875,27411,P,P,DET,NUM,N,for,at,least,5,years,P_P,P_NUM,NUM_N,
611876,27411,P,DET,NUM,N,ADV,at,least,5,years,forward,P_DET,DET_N,N_ADV,
611877,27411,DET,NUM,N,ADV,CNJ,least,5,years,forward,and,DET_NUM,NUM_ADV,ADV_CNJ,
611878,27411,NUM,N,ADV,CNJ,ADV,5,years,forward,and,tentatively,NUM_N,N_CNJ,CNJ_ADV,
611879,27411,N,ADV,CNJ,ADV,P,years,forward,and,tentatively,for,N_ADV,ADV_ADV,ADV_P,
611880,27411,ADV,CNJ,ADV,P,DET,forward,and,tentatively,for,considerably,ADV_CNJ,CNJ_P,P_DET,
611881,27411,CNJ,ADV,P,DET,DET,and,tentatively,for,considerably,more,CNJ_ADV,ADV_DET,DET_DET,
611882,27411,ADV,P,DET,DET,P,tentatively,for,considerably,more,than,ADV_P,P_DET,DET_P,
611883,27411,P,DET,DET,P,DET,for,considerably,more,than,that,P_DET,DET_P,P_DET,
611884,27411,DET,DET,P,DET,CNJ,considerably,more,than,that,if,DET_DET,DET_DET,DET_CNJ,
611885,27411,DET,P,DET,CNJ,PRO,more,than,that,if,they,DET_P,P_CNJ,CNJ_PRO,
611886,27411,P,DET,CNJ,PRO,V,than,that,if,they,are,P_DET,DET_PRO,PRO_V,
611887,27411,DET,CNJ,PRO,V,TO,that,if,they,are,to,DET_CNJ,CNJ_V,V_TO,
611888,27411,CNJ,PRO,V,TO,V,if,they,are,to,be,CNJ_PRO,PRO_TO,TO_V,
611889,27411,PRO,V,TO,V,ADJ,they,are,to,be,sure,PRO_V,V_V,V_ADJ,
611890,27411,V,TO,V,ADJ,CNJ,are,to,be,sure,that,V_TO,TO_ADJ,ADJ_CNJ,
611891,27411,TO,V,ADJ,CNJ,DET,to,be,sure,that,the,TO_V,V_CNJ,CNJ_DET,
611892,27411,V,ADJ,CNJ,DET,ADJ,be,sure,that,the,various,V_ADJ,ADJ_DET,DET_ADJ,
611893,27411,ADJ,CNJ,DET,ADJ,ADJ,sure,that,the,various,interdependent,ADJ_CNJ,CNJ_ADJ,ADJ_ADJ,
611894,27411,CNJ,DET,ADJ,ADJ,N,that,the,various,interdependent,activities,CNJ_DET,DET_ADJ,ADJ_N,
611895,27411,DET,ADJ,ADJ,N,VN,the,various,interdependent,activities,involved,DET_ADJ,ADJ_N,N_VN,
611896,27411,ADJ,ADJ,N,VN,V,various,interdependent,activities,involved,are,ADJ_ADJ,ADJ_VN,VN_V,
611897,27411,ADJ,N,VN,V,DET,interdependent,activities,involved,are,all,ADJ_N,N_V,V_DET,
611898,27411,N,VN,V,DET,TO,activities,involved,are,all,to,N_VN,VN_DET,DET_TO,
611899,27411,VN,V,DET,TO,V,involved,are,all,to,take,VN_V,V_TO,TO_V,
611900,27411,V,DET,TO,V,N,are,all,to,take,place,V_DET,DET_V,V_N,
611901,27411,DET,TO,V,N,P,all,to,take,place,in,DET_TO,TO_N,N_P,
611902,27411,TO,V,N,P,DET,to,take,place,in,the,TO_V,V_P,P_DET,
611903,27411,V,N,P,DET,ADJ,take,place,in,the,proper,V_N,N_DET,DET_ADJ,
611904,27411,N,P,DET,ADJ,N,place,in,the,proper,sequence,N_P,P_ADJ,ADJ_N,
611905,27411,P,DET,ADJ,N,.,in,the,proper,sequence,.,P_DET,DET_N,N_.,
611906,27411,DET,ADJ,N,.,end,the,proper,sequence,.,,DET_ADJ,ADJ_.,._end,
611907,27411,ADJ,N,.,end,end,proper,sequence,.,,,ADJ_N,N_end,end_end,
616848,27635,start,start,P,DET,N,,,For,many,years,start_start,start_DET,DET_N,
616849,27635,start,P,DET,N,DET,,For,many,years,a,start_P,P_N,N_DET,
616850,27635,P,DET,N,DET,N,For,many,years,a,state,P_DET,DET_DET,DET_N,
616851,27635,DET,N,DET,N,N,many,years,a,state,tax,DET_N,N_N,N_N,
616852,27635,N,DET,N,N,P,years,a,state,tax,on,N_DET,DET_N,N_P,
616853,27635,DET,N,N,P,N,a,state,tax,on,cities,DET_N,N_P,P_N,
616854,27635,N,N,P,N,CNJ,state,tax,on,cities,and,N_N,N_N,N_CNJ,
616855,27635,N,P,N,CNJ,N,tax,on,cities,and,towns,N_P,P_CNJ,CNJ_N,
616856,27635,P,N,CNJ,N,V,on,cities,and,towns,was,P_N,N_N,N_V,
616857,27635,N,CNJ,N,V,VN,cities,and,towns,was,paid,N_CNJ,CNJ_V,V_VN,
616858,27635,CNJ,N,V,VN,P,and,towns,was,paid,by,CNJ_N,N_VN,VN_P,
616859,27635,N,V,VN,P,DET,towns,was,paid,by,the,N_V,V_P,P_DET,
616860,27635,V,VN,P,DET,DET,was,paid,by,the,several,V_VN,VN_DET,DET_DET,
616861,27635,VN,P,DET,DET,N,paid,by,the,several,municipalities,VN_P,P_DET,DET_N,
616862,27635,P,DET,DET,N,P,by,the,several,municipalities,to,P_DET,DET_N,N_P,
616863,27635,DET,DET,N,P,DET,the,several,municipalities,to,the,DET_DET,DET_P,P_DET,
616864,27635,DET,N,P,DET,N,several,municipalities,to,the,state,DET_N,N_DET,DET_N,
616865,27635,N,P,DET,N,P,municipalities,to,the,state,from,N_P,P_N,N_P,
616866,27635,P,DET,N,P,DET,to,the,state,from,the,P_DET,DET_P,P_DET,
616867,27635,DET,N,P,DET,N,the,state,from,the,proceeds,DET_N,N_DET,DET_N,
616868,27635,N,P,DET,N,P,state,from,the,proceeds,of,N_P,P_N,N_P,
616869,27635,P,DET,N,P,DET,from,the,proceeds,of,the,P_DET,DET_P,P_DET,
616870,27635,DET,N,P,DET,ADJ,the,proceeds,of,the,general,DET_N,N_DET,DET_ADJ,
616871,27635,N,P,DET,ADJ,N,proceeds,of,the,general,property,N_P,P_ADJ,ADJ_N,
616872,27635,P,DET,ADJ,N,N,of,the,general,property,tax,P_DET,DET_N,N_N,
